month,day,year,elevation,
6,3,2018,3611.92, 
6,4,2018,3611.98, 
6,5,2018,3612.07, 
6,6,2018,3612.11, 
6,7,2018,3612.11, 
6,8,2018,3612.14, 
6,9,2018,3612.18, 
6,10,2018,3612.25, 
6,11,2018,3612.2, 
6,12,2018,3612.13, 
6,13,2018,3612.02, 
6,14,2018,3611.99, 
6,15,2018,3611.84, 
6,16,2018,3611.8, 
6,17,2018,3611.72, 
6,18,2018,3611.58, 
6,19,2018,3611.49, 
6,20,2018,3611.35, 
6,21,2018,3611.19, 
6,22,2018,3611.09, 
6,23,2018,3611.03, 
6,24,2018,3610.97, 
6,25,2018,3610.78, 
6,26,2018,3610.62, 
6,27,2018,3610.46, 
6,28,2018,3610.27, 
6,29,2018,3610.07, 
6,30,2018,3609.98, 
7,1,2018,3609.81, 
7,2,2018,3609.58, 
7,3,2018,3609.38, 
7,4,2018,3609.23, 
7,5,2018,3609.01, 
7,6,2018,3608.79, 
7,7,2018,3608.64, 
7,8,2018,3608.48, 
7,9,2018,3608.24, 
7,10,2018,3608.02, 
7,11,2018,3607.8, 
7,12,2018,3607.58, 
7,13,2018,3607.35, 
7,14,2018,3607.22, 
7,15,2018,3607.05, 
7,16,2018,3606.82, 
7,17,2018,3606.62, 
7,18,2018,3606.43, 
7,19,2018,3606.21, 
7,20,2018,3606.01, 
7,21,2018,3605.9, 
7,22,2018,3605.75, 
7,23,2018,3605.53, 
7,24,2018,3605.31, 
7,25,2018,3605.05, 
7,26,2018,3604.83, 
7,27,2018,3604.6, 
7,28,2018,3604.43, 
7,29,2018,3604.26, 
7,30,2018,3604.04, 
7,31,2018,3603.8, 
8,1,2018,3603.56, 
8,2,2018,3603.3, 
8,3,2018,3603.06, 
8,4,2018,3602.91, 
8,5,2018,3602.72, 
8,6,2018,3602.52, 
8,7,2018,3602.27, 
8,8,2018,3602.02, 
8,9,2018,3601.77, 
8,10,2018,3601.54, 
8,11,2018,3601.33, 
8,12,2018,3601.18, 
8,13,2018,3600.9, 
8,14,2018,3600.71, 
8,15,2018,3600.45, 
8,16,2018,3600.18, 
8,17,2018,3599.91, 
8,18,2018,3599.78, 
8,19,2018,3599.61, 
8,20,2018,3599.34, 
8,21,2018,3599.14, 
8,22,2018,3598.94, 
8,23,2018,3598.72, 
8,24,2018,3598.54, 
8,25,2018,3598.34, 
8,26,2018,3598.15, 
8,27,2018,3597.95, 
8,28,2018,3597.74, 
8,29,2018,3597.52, 
8,30,2018,3597.28, 
8,31,2018,3597.12, 
9,1,2018,3596.92, 
9,2,2018,3596.84, 
9,3,2018,3596.69, 
9,4,2018,3596.53, 
9,5,2018,3596.37, 
9,6,2018,3596.24, 
9,7,2018,3596.09, 
9,8,2018,3595.94, 
9,9,2018,3595.79, 
9,10,2018,3595.62, 
9,11,2018,3595.46, 
9,12,2018,3595.27, 
9,13,2018,3595.1, 
9,14,2018,3594.93, 
9,15,2018,3594.76, 
9,16,2018,3594.62, 
9,17,2018,3594.46, 
9,18,2018,3594.29, 
9,19,2018,3594.14, 
9,20,2018,3593.97, 
9,21,2018,3593.79, 
9,22,2018,3593.62, 
9,23,2018,3593.47, 
9,24,2018,3593.31, 
9,25,2018,3593.13, 
9,26,2018,3592.93, 
9,27,2018,3592.76, 
9,28,2018,3592.58, 
9,29,2018,3592.4, 
9,30,2018,3592.28, 
10,1,2018,3592.15, 
10,2,2018,3592.04, 
10,3,2018,3591.91, 
10,4,2018,3591.78, 
10,5,2018,3591.71, 
10,6,2018,3591.64, 
10,7,2018,3591.71, 
10,8,2018,3591.79, 
10,9,2018,3591.8, 
10,10,2018,3591.85, 
10,11,2018,3591.96, 
10,12,2018,3591.9, 
10,13,2018,3591.88, 
10,14,2018,3591.87, 
10,15,2018,3591.74, 
10,16,2018,3591.64, 
10,17,2018,3591.61, 
10,18,2018,3591.59, 
10,19,2018,3591.5, 
10,20,2018,3591.45, 
10,21,2018,3591.42, 
10,22,2018,3591.39, 
10,23,2018,3591.24, 
10,24,2018,3591.15, 
10,25,2018,3591.07, 
10,26,2018,3590.96, 
10,27,2018,3590.85, 
10,28,2018,3590.78, 
10,29,2018,3590.67, 
10,30,2018,3590.57, 
10,31,2018,3590.46, 
11,1,2018,3590.44, 
11,2,2018,3590.38, 
11,3,2018,3590.33, 
11,4,2018,3590.27, 
11,5,2018,3589.85, 
11,6,2018,3589.09, 
11,7,2018,3588.36, 
11,8,2018,3588.01, 
11,9,2018,3587.9, 
11,10,2018,3587.84, 
11,11,2018,3587.77, 
11,12,2018,3587.7, 
11,13,2018,3587.63, 
11,14,2018,3587.58, 
11,15,2018,3587.52, 
11,16,2018,3587.46, 
11,17,2018,3587.41, 
11,18,2018,3587.35, 
11,19,2018,3587.28, 
11,20,2018,3587.21, 
11,21,2018,3587.14, 
11,22,2018,3587.07, 
11,23,2018,3586.98, 
11,24,2018,3586.89, 
11,25,2018,3586.84, 
11,26,2018,3586.76, 
11,27,2018,3586.68, 
11,28,2018,3586.61, 
11,29,2018,3586.58, 
11,30,2018,3586.5, 
12,1,2018,3586.41, 
12,2,2018,3586.24, 
12,3,2018,3586.12, 
12,4,2018,3585.94, 
12,5,2018,3585.79, 
12,6,2018,3585.62, 
12,7,2018,3585.45, 
12,8,2018,3585.3, 
12,9,2018,3585.19, 
12,10,2018,3585.04, 
12,11,2018,3584.9, 
12,12,2018,3584.7, 
12,13,2018,3584.51, 
12,14,2018,3584.36, 
12,15,2018,3584.25, 
12,16,2018,3584.09, 
12,17,2018,3583.94, 
12,18,2018,3583.77, 
12,19,2018,3583.62, 
12,20,2018,3583.45, 
12,21,2018,3583.26, 
12,22,2018,3583.13, 
12,23,2018,3582.98, 
12,24,2018,3582.83, 
12,25,2018,3582.67, 
12,26,2018,3582.52, 
12,27,2018,3582.39, 
12,28,2018,3582.2, 
12,29,2018,3582.1, 
12,30,2018,3581.98, 
12,31,2018,3581.85, 
1,1,2019,3581.64, 
1,2,2019,3581.4, 
1,3,2019,3581.14, 
1,4,2019,3580.89, 
1,5,2019,3580.63, 
1,6,2019,3580.38, 
1,7,2019,3580.12, 
1,8,2019,3579.87, 
1,9,2019,3579.63, 
1,10,2019,3579.38, 
1,11,2019,3579.22, 
1,12,2019,3579.1, 
1,13,2019,3579.02, 
1,14,2019,3578.9, 
1,15,2019,3578.84, 
1,16,2019,3578.64, 
1,17,2019,3578.43, 
1,18,2019,3578.34, 
1,19,2019,3578.19, 
1,20,2019,3578.11, 
1,21,2019,3578.05, 
1,22,2019,3577.83, 
1,23,2019,3577.61, 
1,24,2019,3577.38, 
1,25,2019,3577.27, 
1,26,2019,3577.13, 
1,27,2019,3576.99, 
1,28,2019,3576.83, 
1,29,2019,3576.68, 
1,30,2019,3576.52, 
1,31,2019,3576.34, 
2,1,2019,3576.13, 
2,2,2019,3575.92, 
2,3,2019,3575.74, 
2,4,2019,3575.61, 
2,5,2019,3575.39, 
2,6,2019,3575.18, 
2,7,2019,3575.06, 
2,8,2019,3574.94, 
2,9,2019,3574.81, 
2,10,2019,3574.65, 
2,11,2019,3574.49, 
2,12,2019,3574.35, 
2,13,2019,3574.17, 
2,14,2019,3574.06, 
2,15,2019,3573.96, 
2,16,2019,3573.81, 
2,17,2019,3573.74, 
2,18,2019,3573.61, 
2,19,2019,3573.43, 
2,20,2019,3573.33, 
2,21,2019,3573.19, 
2,22,2019,3572.95, 
2,23,2019,3572.78, 
2,24,2019,3572.62, 
2,25,2019,3572.43, 
2,26,2019,3572.29, 
2,27,2019,3572.1, 
2,28,2019,3571.89, 
3,1,2019,3571.71, 
3,2,2019,3571.6, 
3,3,2019,3571.54, 
3,4,2019,3571.46, 
3,5,2019,3571.41, 
3,6,2019,3571.36, 
3,7,2019,3571.3, 
3,8,2019,3571.13, 
3,9,2019,3571.13, 
3,10,2019,3571.12, 
3,11,2019,3571.04, 
3,12,2019,3570.92, 
3,13,2019,3570.76, 
3,14,2019,3570.8, 
3,15,2019,3570.83, 
3,16,2019,3570.81, 
3,17,2019,3570.75, 
3,18,2019,3570.63, 
3,19,2019,3570.54, 
3,20,2019,3570.48, 
3,21,2019,3570.41, 
3,22,2019,3570.33, 
3,23,2019,3570.23, 
3,24,2019,3570.13, 
3,25,2019,3570.06, 
3,26,2019,3569.9, 
3,27,2019,3569.76, 
3,28,2019,3569.59, 
3,29,2019,3569.49, 
3,30,2019,3569.39, 
3,31,2019,3569.28, 
4,1,2019,3569.21, 
4,2,2019,3569.19, 
4,3,2019,3569.05, 
4,4,2019,3568.98, 
4,5,2019,3568.86, 
4,6,2019,3568.84, 
4,7,2019,3568.77, 
4,8,2019,3568.7, 
4,9,2019,3568.64, 
4,10,2019,3568.51, 
4,11,2019,3568.56, 
4,12,2019,3568.58, 
4,13,2019,3568.66, 
4,14,2019,3568.71, 
4,15,2019,3568.73, 
4,16,2019,3568.75, 
4,17,2019,3568.76, 
4,18,2019,3568.77, 
4,19,2019,3568.78, 
4,20,2019,3568.79, 
4,21,2019,3568.83, 
4,22,2019,3568.98, 
4,23,2019,3569.07, 
4,24,2019,3569.24, 
4,25,2019,3569.44, 
4,26,2019,3569.76, 
4,27,2019,3570, 
4,28,2019,3570.31, 
4,29,2019,3570.62, 
4,30,2019,3571.12, 
5,1,2019,3571.65, 
5,2,2019,3572.26, 
5,3,2019,3572.99, 
5,4,2019,3573.66, 
5,5,2019,3574.18, 
5,6,2019,3574.54, 
5,7,2019,3574.98, 
5,8,2019,3575.31, 
5,9,2019,3575.65, 
5,10,2019,3576.02, 
5,11,2019,3576.41, 
5,12,2019,3576.8, 
5,13,2019,3577.14, 
5,14,2019,3577.52, 
5,15,2019,3577.78, 
5,16,2019,3578.07, 
5,17,2019,3578.37, 
5,18,2019,3578.77, 
5,19,2019,3579.28, 
5,20,2019,3579.73, 
5,21,2019,3580.24, 
5,22,2019,3580.8, 
5,23,2019,3581.27, 
5,24,2019,3581.74, 
5,25,2019,3582.14, 
5,26,2019,3582.51, 
5,27,2019,3583.03, 
5,28,2019,3583.42, 
5,29,2019,3583.82, 
5,30,2019,3584.23, 
5,31,2019,3584.65, 
6,1,2019,3585.06, 
6,2,2019,3585.53, 
6,3,2019,3585.94, 
6,4,2019,3586.42, 
6,5,2019,3586.97, 
6,6,2019,3587.59, 
6,7,2019,3588.29, 
6,8,2019,3589.18, 
6,9,2019,3590.27, 
6,10,2019,3591.44, 
6,11,2019,3592.71, 
6,12,2019,3593.93, 
6,13,2019,3595.13, 
6,14,2019,3596.27, 
6,15,2019,3597.55, 
6,16,2019,3598.8, 
6,17,2019,3600.02, 
6,18,2019,3601.23, 
6,19,2019,3602.25, 
6,20,2019,3603.26, 
6,21,2019,3604.33, 
6,22,2019,3605.35, 
6,23,2019,3606.43, 
6,24,2019,3607.43, 
6,25,2019,3608.31, 
6,26,2019,3609.04, 
6,27,2019,3609.75, 
6,28,2019,3610.4, 
6,29,2019,3611.12, 
6,30,2019,3611.82, 
7,1,2019,3612.5, 
7,2,2019,3613.19, 
7,3,2019,3613.94, 
7,4,2019,3614.71, 
7,5,2019,3615.46, 
7,6,2019,3616.14, 
7,7,2019,3616.8, 
7,8,2019,3617.33, 
7,9,2019,3617.82, 
7,10,2019,3618.25, 
7,11,2019,3618.7, 
7,12,2019,3618.99, 
7,13,2019,3619.41, 
7,14,2019,3619.66, 
7,15,2019,3619.93, 
7,16,2019,3620.12, 
7,17,2019,3620.32, 
7,18,2019,3620.49, 
7,19,2019,3620.67, 
7,20,2019,3620.88, 
7,21,2019,3621.08, 
7,22,2019,3621.2, 
7,23,2019,3621.27, 
7,24,2019,3621.3, 
7,25,2019,3621.3, 
7,26,2019,3621.37, 
7,27,2019,3621.43, 
7,28,2019,3621.58, 
7,29,2019,3621.6, 
7,30,2019,3621.6, 
7,31,2019,3621.6, 
8,1,2019,3621.61, 
8,2,2019,3621.54, 
8,3,2019,3621.68, 
8,4,2019,3621.66, 
8,5,2019,3621.59, 
8,6,2019,3621.6, 
8,7,2019,3621.53, 
8,8,2019,3621.47, 
8,9,2019,3621.43, 
8,10,2019,3621.39, 
8,11,2019,3621.36, 
8,12,2019,3621.28, 
8,13,2019,3621.14, 
8,14,2019,3621.04, 
8,15,2019,3620.91, 
8,16,2019,3620.76, 
8,17,2019,3620.68, 
8,18,2019,3620.6, 
8,19,2019,3620.47, 
8,20,2019,3620.3, 
8,21,2019,3620.13, 
8,22,2019,3619.97, 
8,23,2019,3619.77, 
8,24,2019,3619.65, 
8,25,2019,3619.55, 
8,26,2019,3619.42, 
8,27,2019,3619.22, 
8,28,2019,3619.02, 
8,29,2019,3618.82, 
8,30,2019,3618.65, 
8,31,2019,3618.55, 
9,1,2019,3618.47, 
9,2,2019,3618.35, 
9,3,2019,3618.28, 
9,4,2019,3618.15, 
9,5,2019,3618.03, 
9,6,2019,3617.93, 
9,7,2019,3617.82, 
9,8,2019,3617.73, 
9,9,2019,3617.59, 
9,10,2019,3617.47, 
9,11,2019,3617.36, 
9,12,2019,3617.22, 
9,13,2019,3617.1, 
9,14,2019,3617, 
9,15,2019,3616.93, 
9,16,2019,3616.8, 
9,17,2019,3616.67, 
9,18,2019,3616.59, 
9,19,2019,3616.47, 
9,20,2019,3616.37, 
9,21,2019,3616.27, 
9,22,2019,3616.23, 
9,23,2019,3616.11, 
9,24,2019,3616.03, 
9,25,2019,3615.91, 
9,26,2019,3615.78, 
9,27,2019,3615.69, 
9,28,2019,3615.59, 
9,29,2019,3615.49, 
9,30,2019,3615.36, 
10,1,2019,3615.28, 
10,2,2019,3615.19, 
10,3,2019,3615.09, 
10,4,2019,3615.01, 
10,5,2019,3614.93, 
10,6,2019,3614.9, 
10,7,2019,3614.8, 
10,8,2019,3614.69, 
10,9,2019,3614.6, 
10,10,2019,3614.52, 
10,11,2019,3614.41, 
10,12,2019,3614.32, 
10,13,2019,3614.26, 
10,14,2019,3614.18, 
10,15,2019,3614.12, 
10,16,2019,3614.05, 
10,17,2019,3613.93, 
10,18,2019,3613.91, 
10,19,2019,3613.79, 
10,20,2019,3613.77, 
10,21,2019,3613.7, 
10,22,2019,3613.61, 
10,23,2019,3613.53, 
10,24,2019,3613.45, 
10,25,2019,3613.38, 
10,26,2019,3613.29, 
10,27,2019,3613.24, 
10,28,2019,3613.2, 
10,29,2019,3613.07, 
10,30,2019,3613.05, 
10,31,2019,3612.99, 
11,1,2019,3612.92, 
11,2,2019,3612.89, 
11,3,2019,3612.85, 
11,4,2019,3612.79, 
11,5,2019,3612.73, 
11,6,2019,3612.67, 
11,7,2019,3612.6, 
11,8,2019,3612.53, 
11,9,2019,3612.46, 
11,10,2019,3612.43, 
11,11,2019,3612.37, 
11,12,2019,3612.29, 
11,13,2019,3612.23, 
11,14,2019,3612.16, 
11,15,2019,3612.09, 
11,16,2019,3612.05, 
11,17,2019,3612.01, 
11,18,2019,3611.94, 
11,19,2019,3611.9, 
11,20,2019,3611.78, 
11,21,2019,3611.73, 
11,22,2019,3611.71, 
11,23,2019,3611.66, 
11,24,2019,3611.61, 
11,25,2019,3611.5, 
11,26,2019,3611.46, 
11,27,2019,3611.36, 
11,28,2019,3611.31, 
11,29,2019,3611.22, 
11,30,2019,3611.23, 
12,1,2019,3611.2, 
12,2,2019,3611.08, 
12,3,2019,3611.02, 
12,4,2019,3610.9, 
12,5,2019,3610.83, 
12,6,2019,3610.75, 
12,7,2019,3610.64, 
12,8,2019,3610.57, 
12,9,2019,3610.49, 
12,10,2019,3610.42, 
12,11,2019,3610.31, 
12,12,2019,3610.2, 
12,13,2019,3610.12, 
12,14,2019,3610.1, 
12,15,2019,3610.03, 
12,16,2019,3609.97, 
12,17,2019,3609.86, 
12,18,2019,3609.79, 
12,19,2019,3609.68, 
12,20,2019,3609.58, 
12,21,2019,3609.51, 
12,22,2019,3609.42, 
12,23,2019,3609.31, 
12,24,2019,3609.24, 
12,25,2019,3609.2, 
12,26,2019,3609.15, 
12,27,2019,3609.01, 
12,28,2019,3608.94, 
12,29,2019,3608.91, 
12,30,2019,3608.84, 
12,31,2019,3608.74, 
1,1,2020,3608.67, 
1,2,2020,3608.6, 
1,3,2020,3608.5, 
1,4,2020,3608.39, 
1,5,2020,3608.3, 
1,6,2020,3608.17, 
1,7,2020,3608.05, 
1,8,2020,3607.89, 
1,9,2020,3607.79, 
1,10,2020,3607.63, 
1,11,2020,3607.51, 
1,12,2020,3607.42, 
1,13,2020,3607.27, 
1,14,2020,3607.16, 
1,15,2020,3607.09, 
1,16,2020,3606.98, 
1,17,2020,3606.86, 
1,18,2020,3606.77, 
1,19,2020,3606.7, 
1,20,2020,3606.57, 
1,21,2020,3606.44, 
1,22,2020,3606.36, 
1,23,2020,3606.24, 
1,24,2020,3606.15, 
1,25,2020,3606.04, 
1,26,2020,3605.93, 
1,27,2020,3605.85, 
1,28,2020,3605.76, 
1,29,2020,3605.65, 
1,30,2020,3605.54, 
1,31,2020,3605.48, 
2,1,2020,3605.41, 
2,2,2020,3605.35, 
2,3,2020,3605.23, 
2,4,2020,3605.14, 
2,5,2020,3605.03, 
2,6,2020,3604.92, 
2,7,2020,3604.81, 
2,8,2020,3604.72, 
2,9,2020,3604.67, 
2,10,2020,3604.59, 
2,11,2020,3604.42, 
2,12,2020,3604.35, 
2,13,2020,3604.22, 
2,14,2020,3604.08, 
2,15,2020,3604.02, 
2,16,2020,3603.96, 
2,17,2020,3603.87, 
2,18,2020,3603.79, 
2,19,2020,3603.7, 
2,20,2020,3603.56, 
2,21,2020,3603.44, 
2,22,2020,3603.36, 
2,23,2020,3603.33, 
2,24,2020,3603.26, 
2,25,2020,3603.12, 
2,26,2020,3602.97, 
2,27,2020,3602.9, 
2,28,2020,3602.8, 
2,29,2020,3602.72, 
3,1,2020,3602.69, 
3,2,2020,3602.57, 
3,3,2020,3602.46, 
3,4,2020,3602.38, 
3,5,2020,3602.29, 
3,6,2020,3602.18, 
3,7,2020,3602.1, 
3,8,2020,3602.03, 
3,9,2020,3601.94, 
3,10,2020,3601.84, 
3,11,2020,3601.75, 
3,12,2020,3601.68, 
3,13,2020,3601.64, 
3,14,2020,3601.6, 
3,15,2020,3601.58, 
3,16,2020,3601.5, 
3,17,2020,3601.43, 
3,18,2020,3601.36, 
3,19,2020,3601.29, 
3,20,2020,3601.22, 
3,21,2020,3601.17, 
3,22,2020,3601.17, 
3,23,2020,3601.12, 
3,24,2020,3601.09, 
3,25,2020,3601.06, 
3,26,2020,3600.98, 
3,27,2020,3600.9, 
3,28,2020,3600.87, 
3,29,2020,3600.8, 
3,30,2020,3600.75, 
3,31,2020,3600.71, 
4,1,2020,3600.65, 
4,2,2020,3600.62, 
4,3,2020,3600.6, 
4,4,2020,3600.52, 
4,5,2020,3600.47, 
4,6,2020,3600.41, 
4,7,2020,3600.36, 
4,8,2020,3600.27, 
4,9,2020,3600.23, 
4,10,2020,3600.19, 
4,11,2020,3600.14, 
4,12,2020,3600.09, 
4,13,2020,3600.05, 
4,14,2020,3600.01, 
4,15,2020,3599.96, 
4,16,2020,3599.94, 
4,17,2020,3599.93, 
4,18,2020,3599.91, 
4,19,2020,3599.9, 
4,20,2020,3599.88, 
4,21,2020,3599.86, 
4,22,2020,3599.85, 
4,23,2020,3599.76, 
4,24,2020,3599.69, 
4,25,2020,3599.64, 
4,26,2020,3599.6, 
4,27,2020,3599.51, 
4,28,2020,3599.47, 
4,29,2020,3599.39, 
4,30,2020,3599.32, 
5,1,2020,3599.27, 
5,2,2020,3599.26, 
5,3,2020,3599.26, 
5,4,2020,3599.34, 
5,5,2020,3599.48, 
5,6,2020,3599.64, 
5,7,2020,3599.85, 
5,8,2020,3600.1, 
5,9,2020,3600.35, 
5,10,2020,3600.61, 
5,11,2020,3600.81, 
5,12,2020,3600.94, 
5,13,2020,3601.07, 
5,14,2020,3601.23, 
5,15,2020,3601.39, 
5,16,2020,3601.58, 
5,17,2020,3601.77, 
5,18,2020,3601.95, 
5,19,2020,3602.16, 
5,20,2020,3602.36, 
5,21,2020,3602.61, 
5,22,2020,3602.85, 
5,23,2020,3603.22, 
5,24,2020,3603.5, 
5,25,2020,3603.79, 
5,26,2020,3604.09, 
5,27,2020,3604.37, 
5,28,2020,3604.55, 
5,29,2020,3604.71, 
5,30,2020,3604.95, 
5,31,2020,3605.05, 
6,1,2020,3605.24, 
6,2,2020,3605.58, 
6,3,2020,3605.98, 
6,4,2020,3606.46, 
6,5,2020,3607.02, 
6,6,2020,3607.38, 
6,7,2020,3607.83, 
6,8,2020,3608.26, 
6,9,2020,3608.72, 
6,10,2020,3609.16, 
6,11,2020,3609.51, 
6,12,2020,3609.82, 
6,13,2020,3610.07, 
6,14,2020,3610.34, 
6,15,2020,3610.47, 
6,16,2020,3610.56, 
6,17,2020,3610.78, 
6,18,2020,3610.78, 
6,19,2020,3610.82, 
6,20,2020,3610.89, 
6,21,2020,3610.98, 
6,22,2020,3611.02, 
6,23,2020,3610.99, 
6,24,2020,3610.95, 
6,25,2020,3610.91, 
6,26,2020,3610.9, 
6,27,2020,3610.87, 
6,28,2020,3610.82, 
6,29,2020,3610.74, 
6,30,2020,3610.62, 
7,1,2020,3610.53, 
7,2,2020,3610.31, 
7,3,2020,3610.31, 
7,4,2020,3610.21, 
7,5,2020,3610.18, 
7,6,2020,3610.06, 
7,7,2020,3609.91, 
7,8,2020,3609.73, 
7,9,2020,3609.58, 
7,10,2020,3609.42, 
7,11,2020,3609.33, 
7,12,2020,3609.26, 
7,13,2020,3609.06, 
7,14,2020,3608.88, 
7,15,2020,3608.71, 
7,16,2020,3608.52, 
7,17,2020,3608.36, 
7,18,2020,3608.22, 
7,19,2020,3608.1, 
7,20,2020,3607.9, 
7,21,2020,3607.71, 
7,22,2020,3607.55, 
7,23,2020,3607.39, 
7,24,2020,3607.23, 
7,25,2020,3607.1, 
7,26,2020,3607, 
7,27,2020,3606.93, 
7,28,2020,3606.77, 
7,29,2020,3606.6, 
7,30,2020,3606.45, 
7,31,2020,3606.25, 
8,1,2020,3606.13, 
8,2,2020,3606, 
8,3,2020,3605.77, 
8,4,2020,3605.55, 
8,5,2020,3605.31, 
8,6,2020,3605.09, 
8,7,2020,3604.88, 
8,8,2020,3604.69, 
8,9,2020,3604.51, 
8,10,2020,3604.26, 
8,11,2020,3604.04, 
8,12,2020,3603.79, 
8,13,2020,3603.55, 
8,14,2020,3603.33, 
8,15,2020,3603.15, 
8,16,2020,3602.99, 
8,17,2020,3602.75, 
8,18,2020,3602.49, 
8,19,2020,3602.25, 
8,20,2020,3601.97, 
8,21,2020,3601.76, 
8,22,2020,3601.6, 
8,23,2020,3601.41, 
8,24,2020,3601.24, 
8,25,2020,3601.03, 
8,26,2020,3600.78, 
8,27,2020,3600.53, 
8,28,2020,3600.3, 
8,29,2020,3600.11, 
8,30,2020,3599.93, 
8,31,2020,3599.72, 
9,1,2020,3599.56, 
9,2,2020,3599.45, 
9,3,2020,3599.32, 
9,4,2020,3599.18, 
9,5,2020,3599.03, 
9,6,2020,3598.95, 
9,7,2020,3598.8, 
9,8,2020,3598.64, 
9,9,2020,3598.47, 
9,10,2020,3598.35, 
9,11,2020,3598.21, 
9,12,2020,3598.09, 
9,13,2020,3598.03, 
9,14,2020,3597.93, 
9,15,2020,3597.83, 
9,16,2020,3597.72, 
9,17,2020,3597.61, 
9,18,2020,3597.48, 
9,19,2020,3597.35, 
9,20,2020,3597.27, 
9,21,2020,3597.14, 
9,22,2020,3597.04, 
9,23,2020,3596.93, 
9,24,2020,3596.77, 
9,25,2020,3596.61, 
9,26,2020,3596.51, 
9,27,2020,3596.43, 
9,28,2020,3596.26, 
9,29,2020,3596.11, 
9,30,2020,3595.98, 
10,1,2020,3595.83, 
10,2,2020,3595.69, 
10,3,2020,3595.55, 
10,4,2020,3595.43, 
10,5,2020,3595.29, 
10,6,2020,3595.15, 
10,7,2020,3595.02, 
10,8,2020,3594.87, 
10,9,2020,3594.74, 
10,10,2020,3594.62, 
10,11,2020,3594.51, 
10,12,2020,3594.34, 
10,13,2020,3594.18, 
10,14,2020,3594.05, 
10,15,2020,3593.9, 
10,16,2020,3593.74, 
10,17,2020,3593.59, 
10,18,2020,3593.46, 
10,19,2020,3593.31, 
10,20,2020,3593.17, 
10,21,2020,3593.02, 
10,22,2020,3592.89, 
10,23,2020,3592.74, 
10,24,2020,3592.6, 
10,25,2020,3592.49, 
10,26,2020,3592.34, 
10,27,2020,3592.19, 
10,28,2020,3592.05, 
10,29,2020,3591.93, 
10,30,2020,3591.81, 
10,31,2020,3591.72, 
