Run0,Run1,Run2,Run3,Run4,Run5
-46718.19,-156177.19,11173.81,6515.81,23946.81,15571.81
-179160.17,41425.83,75376.83,-3857.17,2020.83,2033.83
-66636.89,147666.11,80812.11,29130.11,34775.11,45998.11
264778.17,55549.17,70620.17,38035.17,47180.17,12158.17
-101862.98,10619.02,29316.02,-10046.98,-5271.98,-13659.98
-175450.16,-214532.16,-59554.16,-35111.16,-96753.16,-75259.16
94068.53,-84896.47,-18152.47,29753.53,-43222.47,-64349.47
3438.93,-26176.07,-4368.07,-35175.07,-31112.07,-22481.07
-82235.93,-134950.93,-131664.93,-125320.93,-55723.93,-142294.93
187441.84,120556.84,109125.84,99056.84,91811.84,53819.84
136789.34,139296.34,141554.34,115711.34,66393.34,97403.34
211403.58,89533.58,161917.58,151216.58,161866.58,121147.58
-156735.52,10615.48,5957.48,23388.48,15013.48,1146.48
41425.83,75376.83,-3857.17,2020.83,2033.83,-37009.17
147666.11,80812.11,29130.11,34775.11,45998.11,67629.11
55549.17,70620.17,38035.17,47180.17,12158.17,-24556.83
10619.02,29316.02,-10046.98,-5271.98,-13659.98,-33935.98
-214532.16,-59554.16,-35111.16,-96753.16,-75259.16,-49639.16
-84896.47,-18152.47,29753.53,-43222.47,-64349.47,-102736.47
-26176.07,-4368.07,-35175.07,-31112.07,-22481.07,-32437.07
-134950.93,-131664.93,-125320.93,-55723.93,-142294.93,-143240.93
120556.84,109125.84,99056.84,91811.84,53819.84,63985.84
139296.34,141554.34,115711.34,66393.34,97403.34,76487.34
89533.58,161917.58,151216.58,161866.58,121147.58,131021.58
10615.48,5957.48,23388.48,15013.48,1146.48,-37589.52
75376.83,-3857.17,2020.83,2033.83,-37009.17,11727.83
80812.11,29130.11,34775.11,45998.11,67629.11,62259.11
70620.17,38035.17,47180.17,12158.17,-24556.83,-58608.83
29316.02,-10046.98,-5271.98,-13659.98,-33935.98,3008.02
-59554.16,-35111.16,-96753.16,-75259.16,-49639.16,-84669.16
-18152.47,29753.53,-43222.47,-64349.47,-102736.47,-81698.47
-4368.07,-35175.07,-31112.07,-22481.07,-32437.07,-71296.07
-131664.93,-125320.93,-55723.93,-142294.93,-143240.93,-226795.93
109125.84,99056.84,91811.84,53819.84,63985.84,125880.84
141554.34,115711.34,66393.34,97403.34,76487.34,81156.34
161917.58,151216.58,161866.58,121147.58,131021.58,74768.58
5957.48,23388.48,15013.48,1146.48,-37589.52,-29279.52
-3857.17,2020.83,2033.83,-37009.17,11727.83,-2261.17
29130.11,34775.11,45998.11,67629.11,62259.11,-24470.89
38035.17,47180.17,12158.17,-24556.83,-58608.83,-55242.83
-10046.98,-5271.98,-13659.98,-33935.98,3008.02,-39231.98
-35111.16,-96753.16,-75259.16,-49639.16,-84669.16,-93639.16
29753.53,-43222.47,-64349.47,-102736.47,-81698.47,-21183.47
-35175.07,-31112.07,-22481.07,-32437.07,-71296.07,-19189.07
-125320.93,-55723.93,-142294.93,-143240.93,-226795.93,-187420.93
99056.84,91811.84,53819.84,63985.84,125880.84,69608.84
115711.34,66393.34,97403.34,76487.34,81156.34,66686.34
151216.58,161866.58,121147.58,131021.58,74768.58,111574.58
23946.81,15571.81,1704.81,-37031.19,-28721.19,13002.81
2020.83,2033.83,-37009.17,11727.83,-2261.17,23811.83
34775.11,45998.11,67629.11,62259.11,-24470.89,24958.11
47180.17,12158.17,-24556.83,-58608.83,-55242.83,-53207.83
-5271.98,-13659.98,-33935.98,3008.02,-39231.98,-80039.98
-96753.16,-75259.16,-49639.16,-84669.16,-93639.16,-166715.16
-43222.47,-64349.47,-102736.47,-81698.47,-21183.47,-36247.47
-31112.07,-22481.07,-32437.07,-71296.07,-19189.07,-114014.07
-55723.93,-142294.93,-143240.93,-226795.93,-187420.93,-203380.93
91811.84,53819.84,63985.84,125880.84,69608.84,86820.84
66393.34,97403.34,76487.34,81156.34,66686.34,118958.34
