Date,TotalUpper0,TotalLower0,TotalLowerMexico0,TotalUpper1,TotalLower1,TotalLowerMexico1,TotalUpper2,TotalLower2,TotalLowerMexico2,TotalUpper3,TotalLower3,TotalLowerMexico3,TotalUpper4,TotalLower4,TotalLowerMexico4,TotalUpper5,TotalLower5,TotalLowerMexico5
May-56,897734,750162,855162,941339,790471,895471,1083302,902217,1007217,1043789,842093,947093,921007,825716,930716,1064936,860409,965409
Jun-56,1422025,791904,896904,1498537,828633,933633,1688928,944309,1049309,1664218,884053,989053,1468189,867783,972783,1704187,902359,1007359
Jul-56,898479,810223,930223,957652,851029,971029,1067202,969860,1089860,1040289,909604,1029604,931920,891788,1011788,1065776,927910,1047910
Aug-56,517261,797118,902118,553703,831966,936966,631462,950500,1055500,598495,890376,995376,537685,873238,978238,609502,908692,1013692
Sep-56,256393,701065,791065,280261,734774,824774,328543,846097,936097,296922,787404,877404,273070,771235,861235,298596,805881,895881
Oct-56,142337,661124,766124,163697,696913,801913,204947,797526,902526,170625,737439,842439,159312,722304,827304,169725,758046,863046
Nov-56,97269,554619,659619,116004,586120,691120,156954,679934,784934,122014,620631,725631,114965,608054,713054,118825,642248,747248
Dec-56,97540,514282,634282,116731,542400,662400,157310,634634,754634,122767,576294,696294,115669,564673,684673,119734,597456,717456
Jan-57,101206,512661,647661,120434,542508,677508,162827,632107,767107,127484,572038,707038,119463,560375,695375,124214,592907,727907
Feb-57,101136,659367,809367,120364,693934,843934,162757,791035,941035,127414,729912,879912,119404,716609,866609,124144,749737,899737
Mar-57,114012,749396,914396,132775,787336,952336,175460,891858,1056858,139114,830051,995051,131076,815409,980409,136135,849008,1014008
Apr-57,254854,789764,984764,274778,827356,1022356,334850,937098,1132098,298780,875135,1070135,265221,859069,1054069,302490,894082,1089082
May-57,897734,750162,855162,942057,791656,896656,1090376,905948,1010948,1049008,844584,949584,921571,826215,931215,1068719,862089,967089
Jun-57,1422025,791904,896904,1499991,829816,934816,1699428,948039,1053039,1672416,886543,991543,1469400,868280,973280,1710547,904038,1009038
Jul-57,898479,810223,930223,958575,852306,972306,1072951,973718,1093718,1044621,912221,1032221,932627,892379,1012379,1069299,929716,1049716
Aug-57,517261,797118,902118,554156,833195,938195,634785,954292,1059292,600719,892928,997928,538048,873781,978781,611323,910433,1015433
Sep-57,256393,701065,791065,280545,735923,825923,330377,849756,939756,297854,789851,879851,273351,771701,861701,299438,807522,897522
Oct-57,142337,661124,766124,163984,698019,803019,206523,801115,906115,171304,739836,844836,159594,722741,827741,170292,759651,864651
Nov-57,97269,554619,659619,116240,587035,692035,158374,683258,788258,122570,622780,727780,115237,608305,713305,119248,643620,748620
Dec-57,97540,514282,634282,116969,543224,663224,158734,637836,757836,123334,578317,698317,115945,564832,684832,120172,598702,718702
Jan-58,101206,512661,647661,120667,543233,678233,164257,635134,770134,128058,573891,708891,119738,560451,695451,124656,594020,729020
Feb-58,101136,659367,809367,120597,694805,844805,164187,794264,944264,127988,731948,881948,119679,716824,866824,124586,751018,901018
Mar-58,114012,749396,914396,133001,788324,953324,176897,895249,1060249,139673,832235,997235,131331,815735,980735,136567,850426,1015426
Apr-58,254854,789764,984764,275017,828433,1023433,337297,940613,1135613,300269,877443,1072443,265407,859484,1054484,303481,895624,1090624
May-58,897734,750162,855162,942774,792836,897836,1097450,909636,1014636,1054226,847032,952032,922134,826721,931721,1072502,863762,968762
Jun-58,1422025,791904,896904,1501445,830994,935994,1709928,951726,1056726,1680615,888989,993989,1470611,868785,973785,1716907,905709,1010709
Jul-58,898479,810223,930223,959497,853577,973577,1078701,977532,1097532,1048953,914796,1034796,933335,892976,1012976,1072822,931516,1051516
Aug-58,517261,797118,902118,554609,834418,939418,638109,958041,1063041,602943,895437,1000437,538411,874331,979331,613145,912167,1017167
Sep-58,256393,701065,791065,280830,737067,827067,332210,853373,943373,298785,792255,882255,273631,772173,862173,300279,809157,899157
Oct-58,142337,661124,766124,164272,699120,804120,208099,804662,909662,171983,742189,847189,159875,723185,828185,170859,761249,866249
Nov-58,97269,554619,659619,116477,587943,692943,159793,686540,791540,123125,624886,729886,115509,608563,713563,119670,644986,749986
Dec-58,97540,514282,634282,117208,544042,664042,160158,640994,760994,123901,580298,700298,116222,564998,684998,120610,599941,719941
Jan-59,101206,512661,647661,120901,543951,678951,165688,638124,773124,128632,575703,710703,120013,560532,695532,125098,595125,730125
Feb-59,101136,659367,809367,120830,695669,845669,165618,797455,947455,128561,733943,883943,119954,717044,867044,125028,752290,902290
Mar-59,114012,749396,914396,133227,789305,954305,178334,898601,1063601,140233,834379,999379,131585,816065,981065,136999,851836,1016836
Apr-59,254854,789764,984764,275256,829504,1024504,339744,944091,1139091,301758,879711,1074711,265594,859904,1054904,304473,897158,1092158
May-59,897734,750162,855162,943492,794009,899009,1104525,913284,1018284,1059445,849440,954440,922697,827233,932233,1076284,865427,970427
Jun-59,1422025,791904,896904,1502899,832167,937167,1720429,955372,1060372,1688813,891395,996395,1471822,869295,974295,1723267,907372,1012372
Jul-59,898479,810223,930223,960420,854842,974842,1084450,981307,1101307,1053285,917330,1037330,934042,893578,1013578,1076346,933307,1053307
Aug-59,517261,797118,902118,555062,835635,940635,641432,961749,1066749,605167,897905,1002905,538774,874886,979886,614966,913893,1018893
Sep-59,256393,701065,791065,281114,738204,828204,334044,856949,946949,299717,794619,884619,273911,772651,862651,301120,810783,900783
Oct-59,142337,661124,766124,164559,700215,805215,209676,808171,913171,172663,744502,849502,160157,723635,828635,171426,762839,867839
Nov-59,97269,554619,659619,116713,588845,693845,161212,689785,794785,123681,626952,731952,115780,608826,713826,120093,646343,751343
Dec-59,97540,514282,634282,117447,544854,664854,161581,644116,764116,124468,582239,702239,116499,565170,685170,121048,601171,721171
Jan-60,101206,512661,647661,121134,544661,679661,167118,641077,776077,129205,577473,712473,120288,560649,695649,125540,596255,731255
Feb-60,101136,659367,809367,121064,696525,846525,167048,800609,950609,129135,735898,885898,120229,717299,867299,125470,753590,903590
Mar-60,114012,749396,914396,133452,790277,955277,179772,901915,1066915,140793,836481,1001481,131840,816431,981431,137431,853272,1018272
Apr-60,254854,789764,984764,275495,830566,1025566,342191,947530,1142530,303247,881938,1076938,265780,860360,1055360,305464,898718,1093718
May-60,897734,750162,855162,944210,795173,900173,1111599,916889,1021889,1064664,851805,956805,923260,827780,932780,1080067,867117,972117
Jun-60,1422025,791904,896904,1504353,833329,938329,1730929,958977,1063977,1697012,893759,998759,1473033,869840,974840,1729627,909061,1014061
Jul-60,898479,810223,930223,961342,856098,976098,1090199,985040,1105040,1057618,919821,1039821,934750,894217,1014217,1079869,935123,1055123
Aug-60,517261,797118,902118,555515,836843,941843,644756,965416,1070416,607391,900331,1005331,539137,875477,980477,616788,915644,1020644
Sep-60,256393,701065,791065,281398,739333,829333,335878,860484,950484,300648,796940,886940,274191,773165,863165,301961,812435,902435
Oct-60,142337,661124,766124,164846,701300,806300,211252,811642,916642,173342,746773,851773,160439,724120,829120,171993,764455,869455
Nov-60,97269,554619,659619,116950,589738,694738,162632,692992,797992,124236,628975,733975,116052,609125,714125,120515,647726,752726
Dec-60,97540,514282,634282,117686,545657,665657,163005,647198,767198,125035,584137,704137,116776,565377,685377,121486,602428,722428
