Date,TotalUpper0,TotalLower0,TotalLowerMexico0,TotalUpper1,TotalLower1,TotalLowerMexico1,TotalUpper2,TotalLower2,TotalLowerMexico2,TotalUpper3,TotalLower3,TotalLowerMexico3,TotalUpper4,TotalLower4,TotalLowerMexico4,TotalUpper5,TotalLower5,TotalLowerMexico5
Jun-38,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-38,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-38,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-38,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-38,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-38,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-38,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-39,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-39,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-39,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-39,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-39,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-39,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-39,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-39,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-39,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-39,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-39,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-39,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-40,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-40,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-40,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-40,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-40,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-40,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-40,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-40,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-40,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-40,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-40,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-40,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-41,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-41,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-41,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-41,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-41,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-41,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-41,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-41,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-41,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-41,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-41,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-41,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-42,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-42,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-42,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-42,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-42,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-42,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-42,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-42,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-42,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-42,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-42,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-42,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-43,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-43,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-43,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-43,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-43,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-43,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-43,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-43,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-43,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-43,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-43,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-43,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-44,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-44,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-44,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-44,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-44,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-44,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-44,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-44,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-44,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-44,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-44,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-44,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-45,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-45,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-45,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-45,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-45,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-45,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-45,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-45,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-45,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-45,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-45,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-45,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-46,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-46,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-46,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-46,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-46,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-46,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-46,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-46,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-46,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-46,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-46,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-46,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-47,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-47,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-47,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-47,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-47,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-47,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-47,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-47,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-47,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-47,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-47,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-47,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-48,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-48,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-48,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-48,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-48,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-48,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-48,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-48,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-48,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-48,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-48,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-48,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-49,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-49,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-49,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-49,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-49,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-49,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-49,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-49,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-49,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-49,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-49,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-49,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-50,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-50,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-50,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-50,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-50,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-50,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-50,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-50,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-50,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-50,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-50,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-50,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-51,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-51,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-51,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-51,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-51,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-51,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-51,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-51,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-51,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-51,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-51,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-51,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-52,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-52,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-52,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-52,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-52,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-52,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-52,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-52,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-52,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-52,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-52,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-52,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-53,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-53,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-53,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-53,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-53,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-53,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-53,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-53,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-53,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-53,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-53,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-53,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-54,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-54,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-54,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-54,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-54,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-54,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-54,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-54,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-54,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-54,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-54,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-54,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-55,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-55,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-55,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-55,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-55,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-55,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-55,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-55,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-55,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-55,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-55,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-55,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-56,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-56,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-56,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-56,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-56,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-56,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
Jul-56,898479,810223,930223,878474,795484,915484,903978,818378,938378,902305,814795,934795,886725,812086,932086,907619,815127,935127
Aug-56,517261,797118,902118,504070,781910,886910,522708,805149,910149,518131,801686,906686,508710,798979,903979,520425,802018,907018
Sep-56,256393,701065,791065,248045,690833,780833,259189,708765,798765,254327,705650,795650,250687,702983,792983,255091,706021,796021
Oct-56,142337,661124,766124,138438,660321,765321,144523,668575,773575,139018,663396,768396,138020,660864,765864,139217,665428,770428
Nov-56,97269,554619,659619,94857,557330,662330,99541,561414,666414,93729,556149,661149,93586,554011,659011,93498,558697,663697
Dec-56,97540,514282,634282,94690,517183,637183,99893,520851,640851,94147,516607,636607,93870,514232,634232,93942,518750,638750
Jan-57,101206,512661,647661,98281,518892,653892,103571,518965,653965,97839,514072,649072,97456,512051,647051,97631,516620,651620
Feb-57,101136,659367,809367,98210,660751,810751,103501,666217,816217,97769,661182,811182,97387,659099,809099,97561,663214,813214
Mar-57,114012,749396,914396,111010,745463,910463,116257,756662,921662,110378,751597,916597,110051,749547,914547,110195,753149,918149
Apr-57,254854,789764,984764,248612,782150,977150,257512,797274,992274,252111,792064,987064,248699,789915,984915,252895,793617,988617
May-57,897734,750162,855162,876325,741003,846003,900334,758074,863074,898106,754611,859611,883467,752014,857014,903374,754943,859943
Jun-57,1422025,791904,896904,1393560,778840,883840,1423087,799820,904820,1426595,796236,901236,1402433,793756,898756,1436517,796569,901569
