Outflow,Twelevation
77400,3148.2411
77450,3148.246826
77500,3148.252551
77550,3148.258273
77600,3148.263994
77650,3148.269713
77700,3148.275431
77750,3148.281146
77800,3148.28686
77850,3148.292571
77900,3148.298281
77950,3148.303989
78000,3148.309695
78050,3148.3154
78100,3148.321102
78150,3148.326803
78200,3148.332502
78250,3148.338199
78300,3148.343894
78350,3148.349588
78400,3148.355279
78450,3148.360969
78500,3148.366657
78550,3148.372343
78600,3148.378028
78650,3148.38371
78700,3148.389391
78750,3148.39507
78800,3148.400747
78850,3148.406423
78900,3148.412096
78950,3148.417768
79000,3148.423438
79050,3148.429106
79100,3148.434773
79150,3148.440437
79200,3148.4461
79250,3148.451761
79300,3148.45742
79350,3148.463078
79400,3148.468733
79450,3148.474387
79500,3148.480039
79550,3148.48569
79600,3148.491338
79650,3148.496985
79700,3148.50263
79750,3148.508273
79800,3148.513915
79850,3148.519555
79900,3148.525192
79950,3148.530829
80000,3148.536463
80050,3148.542096
80100,3148.547727
80150,3148.553356
80200,3148.558983
80250,3148.564609
80300,3148.570233
80350,3148.575855
80400,3148.581475
80450,3148.587094
80500,3148.592711
80550,3148.598326
80600,3148.603939
80650,3148.609551
80700,3148.615161
80750,3148.620769
80800,3148.626375
80850,3148.63198
80900,3148.637583
80950,3148.643184
81000,3148.648784
81050,3148.654382
81100,3148.659978
81150,3148.665572
81200,3148.671165
81250,3148.676756
81300,3148.682345
81350,3148.687932
81400,3148.693518
81450,3148.699102
81500,3148.704684
81550,3148.710265
81600,3148.715844
81650,3148.721421
81700,3148.726996
81750,3148.73257
81800,3148.738142
81850,3148.743713
81900,3148.749281
81950,3148.754848
82000,3148.760413
82050,3148.765977
82100,3148.771539
82150,3148.777099
82200,3148.782658
82250,3148.788214
82300,3148.793769
82350,3148.799323
82400,3148.804875
82450,3148.810425
82500,3148.815973
82550,3148.82152
82600,3148.827065
82650,3148.832608
82700,3148.83815
82750,3148.84369
82800,3148.849228
82850,3148.854765
82900,3148.8603
82950,3148.865833
83000,3148.871364
83050,3148.876894
83100,3148.882423
83150,3148.887949
83200,3148.893474
83250,3148.898998
83300,3148.904519
83350,3148.910039
83400,3148.915558
83450,3148.921074
83500,3148.926589
83550,3148.932103
83600,3148.937614
83650,3148.943124
83700,3148.948633
83750,3148.95414
83800,3148.959645
83850,3148.965148
83900,3148.97065
83950,3148.97615
84000,3148.981649
84050,3148.987146
84100,3148.992641
84150,3148.998135
84200,3149.003627
84250,3149.009117
84300,3149.014606
84350,3149.020093
84400,3149.025579
84450,3149.031063
84500,3149.036545
84550,3149.042026
84600,3149.047505
84650,3149.052982
84700,3149.058458
84750,3149.063932
84800,3149.069405
84850,3149.074876
84900,3149.080345
84950,3149.085813
85000,3149.091279
85050,3149.096744
85100,3149.102206
85150,3149.107668
85200,3149.113128
85250,3149.118586
85300,3149.124042
85350,3149.129497
85400,3149.13495
85450,3149.140402
85500,3149.145852
85550,3149.151301
85600,3149.156748
85650,3149.162193
85700,3149.167637
85750,3149.173079
85800,3149.17852
85850,3149.183959
85900,3149.189396
85950,3149.194832
86000,3149.200266
86050,3149.205699
86100,3149.21113
86150,3149.216559
86200,3149.221987
86250,3149.227414
86300,3149.232838
86350,3149.238262
86400,3149.243683
86450,3149.249103
86500,3149.254522
86550,3149.259939
86600,3149.265354
86650,3149.270768
86700,3149.27618
86750,3149.281591
86800,3149.287
86850,3149.292408
86900,3149.297814
86950,3149.303218
87000,3149.308621
87050,3149.314023
87100,3149.319422
87150,3149.324821
87200,3149.330217
87250,3149.335613
87300,3149.341006
87350,3149.346398
87400,3149.351789
87450,3149.357178
87500,3149.362565
87550,3149.367951
87600,3149.373336
87650,3149.378719
87700,3149.3841
87750,3149.38948
87800,3149.394858
87850,3149.400235
87900,3149.40561
87950,3149.410983
88000,3149.416356
88050,3149.421726
88100,3149.427095
88150,3149.432463
88200,3149.437829
88250,3149.443193
88300,3149.448556
88350,3149.453918
88400,3149.459278
88450,3149.464636
88500,3149.469993
88550,3149.475349
88600,3149.480702
88650,3149.486055
88700,3149.491406
88750,3149.496755
88800,3149.502103
88850,3149.507449
88900,3149.512794
88950,3149.518138
89000,3149.523479
89050,3149.52882
89100,3149.534159
89150,3149.539496
89200,3149.544832
89250,3149.550166
89300,3149.555499
89350,3149.56083
89400,3149.56616
89450,3149.571489
89500,3149.576816
89550,3149.582141
89600,3149.587465
89650,3149.592787
89700,3149.598108
89750,3149.603428
89800,3149.608746
89850,3149.614062
89900,3149.619377
89950,3149.624691
90000,3149.630003
90050,3149.635314
90100,3149.640623
90150,3149.64593
90200,3149.651237
90250,3149.656541
90300,3149.661845
90350,3149.667146
90400,3149.672447
90450,3149.677746
90500,3149.683043
90550,3149.688339
90600,3149.693633
90650,3149.698926
90700,3149.704218
90750,3149.709508
90800,3149.714797
90850,3149.720084
90900,3149.72537
90950,3149.730654
91000,3149.735937
91050,3149.741218
91100,3149.746498
91150,3149.751776
91200,3149.757053
91250,3149.762329
91300,3149.767603
91350,3149.772876
91400,3149.778147
91450,3149.783417
91500,3149.788685
91550,3149.793952
91600,3149.799217
91650,3149.804482
91700,3149.809744
91750,3149.815005
91800,3149.820265
91850,3149.825523
91900,3149.83078
91950,3149.836036
92000,3149.84129
92050,3149.846542
92100,3149.851793
92150,3149.857043
92200,3149.862291
92250,3149.867538
92300,3149.872784
92350,3149.878028
92400,3149.88327
92450,3149.888512
92500,3149.893751
92550,3149.89899
92600,3149.904227
92650,3149.909462
92700,3149.914696
92750,3149.919929
92800,3149.92516
92850,3149.93039
92900,3149.935619
92950,3149.940846
93000,3149.946072
93050,3149.951296
93100,3149.956519
93150,3149.96174
93200,3149.96696
93250,3149.972179
93300,3149.977396
93350,3149.982612
93400,3149.987827
93450,3149.99304
93500,3149.998251
93550,3150.003462
93600,3150.008671
93650,3150.013878
93700,3150.019084
93750,3150.024289
93800,3150.029492
93850,3150.034694
93900,3150.039895
93950,3150.045094
94000,3150.050292
94050,3150.055488
94100,3150.060683
94150,3150.065877
94200,3150.071069
94250,3150.07626
94300,3150.08145
94350,3150.086638
94400,3150.091825
94450,3150.09701
94500,3150.102194
94550,3150.107377
94600,3150.112558
94650,3150.117738
94700,3150.122916
94750,3150.128094
94800,3150.133269
94850,3150.138444
94900,3150.143617
94950,3150.148789
95000,3150.153959
95050,3150.159128
95100,3150.164296
95150,3150.169462
95200,3150.174627
95250,3150.179791
95300,3150.184953
95350,3150.190114
95400,3150.195273
95450,3150.200431
95500,3150.205588
95550,3150.210744
95600,3150.215898
95650,3150.22105
95700,3150.226202
95750,3150.231352
95800,3150.236501
95850,3150.241648
95900,3150.246794
95950,3150.251939
96000,3150.257082
96050,3150.262224
96100,3150.267365
96150,3150.272504
96200,3150.277642
96250,3150.282779
96300,3150.287914
96350,3150.293048
96400,3150.298181
96450,3150.303312
96500,3150.308442
96550,3150.313571
96600,3150.318698
96650,3150.323824
96700,3150.328949
96750,3150.334072
96800,3150.339195
96850,3150.344315
96900,3150.349435
96950,3150.354553
97000,3150.35967
97050,3150.364785
97100,3150.369899
97150,3150.375012
97200,3150.380123
97250,3150.385234
97300,3150.390343
97350,3150.39545
97400,3150.400556
97450,3150.405661
97500,3150.410765
97550,3150.415867
97600,3150.420968
97650,3150.426068
97700,3150.431166
97750,3150.436263
97800,3150.441359
97850,3150.446454
97900,3150.451547
97950,3150.456639
98000,3150.461729
98050,3150.466819
98100,3150.471907
98150,3150.476993
98200,3150.482079
98250,3150.487163
98300,3150.492246
98350,3150.497327
98400,3150.502408
98450,3150.507486
98500,3150.512564
98550,3150.51764
98600,3150.522716
98650,3150.527789
98700,3150.532862
98750,3150.537933
98800,3150.543003
98850,3150.548072
98900,3150.553139
98950,3150.558205
99000,3150.56327
99050,3150.568333
99100,3150.573396
99150,3150.578457
99200,3150.583516
99250,3150.588575
99300,3150.593632
99350,3150.598688
99400,3150.603742
99450,3150.608796
99500,3150.613848
99550,3150.618899
99600,3150.623948
99650,3150.628996
99700,3150.634043
99750,3150.639089
99800,3150.644134
99850,3150.649177
99900,3150.654219
99950,3150.659259
100000,3150.664299
100050,3150.669337
100100,3150.674374
100150,3150.67941
100200,3150.684444
100250,3150.689477
100300,3150.694509
100350,3150.69954
100400,3150.704569
100450,3150.709597
100500,3150.714624
100550,3150.71965
100600,3150.724674
100650,3150.729697
100700,3150.734719
100750,3150.73974
100800,3150.744759
100850,3150.749777
100900,3150.754794
100950,3150.75981
101000,3150.764824
101050,3150.769837
101100,3150.774849
101150,3150.77986
101200,3150.784869
101250,3150.789877
101300,3150.794884
101350,3150.79989
101400,3150.804895
101450,3150.809898
101500,3150.8149
101550,3150.819901
101600,3150.8249
101650,3150.829899
101700,3150.834896
101750,3150.839892
101800,3150.844886
101850,3150.84988
101900,3150.854872
101950,3150.859863
102000,3150.864853
102050,3150.869841
102100,3150.874828
102150,3150.879815
102200,3150.884799
102250,3150.889783
102300,3150.894765
102350,3150.899747
102400,3150.904727
102450,3150.909705
102500,3150.914683
102550,3150.919659
102600,3150.924635
102650,3150.929608
102700,3150.934581
102750,3150.939553
102800,3150.944523
102850,3150.949492
102900,3150.95446
102950,3150.959427
103000,3150.964392
103050,3150.969356
103100,3150.974319
103150,3150.979281
103200,3150.984242
103250,3150.989201
103300,3150.99416
103350,3150.999117
103400,3151.004073
103450,3151.009027
103500,3151.013981
103550,3151.018933
103600,3151.023884
103650,3151.028834
103700,3151.033782
103750,3151.03873
103800,3151.043676
103850,3151.048621
103900,3151.053565
103950,3151.058508
104000,3151.06345
104050,3151.06839
104100,3151.073329
104150,3151.078267
104200,3151.083204
104250,3151.088139
104300,3151.093074
104350,3151.098007
104400,3151.102939
104450,3151.10787
104500,3151.1128
104550,3151.117728
104600,3151.122656
104650,3151.127582
104700,3151.132507
104750,3151.13743
104800,3151.142353
104850,3151.147275
104900,3151.152195
104950,3151.157114
105000,3151.162032
105050,3151.166949
105100,3151.171864
105150,3151.176779
105200,3151.181692
105250,3151.186604
105300,3151.191515
105350,3151.196425
105400,3151.201333
105450,3151.206241
105500,3151.211147
105550,3151.216052
105600,3151.220956
105650,3151.225859
105700,3151.23076
105750,3151.235661
105800,3151.24056
105850,3151.245458
105900,3151.250355
105950,3151.255251
106000,3151.260146
106050,3151.265039
106100,3151.269932
106150,3151.274823
106200,3151.279713
106250,3151.284602
106300,3151.28949
106350,3151.294376
106400,3151.299262
106450,3151.304146
106500,3151.309029
106550,3151.313911
106600,3151.318792
106650,3151.323672
106700,3151.328551
106750,3151.333428
106800,3151.338304
106850,3151.343179
106900,3151.348054
106950,3151.352926
107000,3151.357798
107050,3151.362669
107100,3151.367538
107150,3151.372407
107200,3151.377274
107250,3151.38214
107300,3151.387005
107350,3151.391869
107400,3151.396731
107450,3151.401593
107500,3151.406453
107550,3151.411312
107600,3151.416171
107650,3151.421028
107700,3151.425884
107750,3151.430738
107800,3151.435592
107850,3151.440444
107900,3151.445296
107950,3151.450146
108000,3151.454995
108050,3151.459843
108100,3151.46469
108150,3151.469536
108200,3151.474381
108250,3151.479224
108300,3151.484066
108350,3151.488908
108400,3151.493748
108450,3151.498587
108500,3151.503425
108550,3151.508262
108600,3151.513098
108650,3151.517932
108700,3151.522766
108750,3151.527598
108800,3151.532429
108850,3151.537259
108900,3151.542088
108950,3151.546916
109000,3151.551743
109050,3151.556569
109100,3151.561394
109150,3151.566217
109200,3151.57104
109250,3151.575861
109300,3151.580681
109350,3151.5855
109400,3151.590318
109450,3151.595135
109500,3151.599951
109550,3151.604766
109600,3151.609579
109650,3151.614392
109700,3151.619203
109750,3151.624013
109800,3151.628823
109850,3151.633631
109900,3151.638438
109950,3151.643244
110000,3151.648049
110050,3151.652852
110100,3151.657655
110150,3151.662457
110200,3151.667257
110250,3151.672056
110300,3151.676855
110350,3151.681652
110400,3151.686448
110450,3151.691243
110500,3151.696037
110550,3151.70083
110600,3151.705622
110650,3151.710412
110700,3151.715202
110750,3151.719991
110800,3151.724778
110850,3151.729564
110900,3151.73435
110950,3151.739134
111000,3151.743917
111050,3151.748699
111100,3151.75348
111150,3151.75826
111200,3151.763039
111250,3151.767817
111300,3151.772593
111350,3151.777369
111400,3151.782143
111450,3151.786917
111500,3151.791689
111550,3151.796461
111600,3151.801231
111650,3151.806
111700,3151.810768
111750,3151.815535
111800,3151.820301
111850,3151.825066
111900,3151.82983
111950,3151.834593
112000,3151.839355
112050,3151.844115
112100,3151.848875
112150,3151.853634
112200,3151.858391
112250,3151.863147
112300,3151.867903
112350,3151.872657
112400,3151.87741
112450,3151.882163
112500,3151.886914
112550,3151.891664
112600,3151.896413
112650,3151.901161
112700,3151.905908
112750,3151.910654
112800,3151.915398
112850,3151.920142
112900,3151.924885
112950,3151.929627
113000,3151.934367
113050,3151.939107
113100,3151.943845
113150,3151.948583
113200,3151.953319
113250,3151.958055
113300,3151.962789
113350,3151.967522
113400,3151.972254
113450,3151.976986
113500,3151.981716
113550,3151.986445
113600,3151.991173
113650,3151.9959
113700,3152.000626
113750,3152.005351
113800,3152.010075
113850,3152.014798
113900,3152.01952
113950,3152.02424
114000,3152.02896
114050,3152.033679
114100,3152.038397
114150,3152.043113
114200,3152.047829
114250,3152.052544
114300,3152.057257
114350,3152.06197
114400,3152.066681
114450,3152.071392
114500,3152.076101
114550,3152.08081
114600,3152.085517
114650,3152.090223
114700,3152.094929
114750,3152.099633
114800,3152.104336
114850,3152.109039
114900,3152.11374
114950,3152.11844
115000,3152.123139
115050,3152.127838
115100,3152.132535
115150,3152.137231
115200,3152.141926
115250,3152.14662
115300,3152.151313
115350,3152.156005
115400,3152.160696
115450,3152.165386
115500,3152.170075
115550,3152.174763
115600,3152.17945
115650,3152.184136
115700,3152.188821
115750,3152.193505
115800,3152.198188
115850,3152.20287
115900,3152.207551
115950,3152.212231
116000,3152.21691
116050,3152.221588
116100,3152.226265
116150,3152.23094
116200,3152.235615
116250,3152.240289
116300,3152.244962
116350,3152.249634
116400,3152.254305
116450,3152.258975
116500,3152.263643
116550,3152.268311
116600,3152.272978
116650,3152.277644
116700,3152.282309
116750,3152.286973
116800,3152.291636
116850,3152.296297
116900,3152.300958
116950,3152.305618
117000,3152.310277
117050,3152.314935
117100,3152.319592
117150,3152.324248
117200,3152.328902
117250,3152.333556
117300,3152.338209
117350,3152.342861
117400,3152.347512
117450,3152.352162
117500,3152.356811
117550,3152.361459
117600,3152.366106
117650,3152.370752
117700,3152.375397
117750,3152.380041
117800,3152.384684
117850,3152.389326
117900,3152.393967
117950,3152.398607
118000,3152.403246
118050,3152.407884
118100,3152.412521
118150,3152.417157
118200,3152.421792
118250,3152.426427
118300,3152.43106
118350,3152.435692
118400,3152.440323
118450,3152.444953
118500,3152.449583
118550,3152.454211
118600,3152.458838
118650,3152.463465
118700,3152.46809
118750,3152.472714
118800,3152.477338
118850,3152.48196
118900,3152.486582
118950,3152.491202
119000,3152.495822
119050,3152.50044
119100,3152.505058
119150,3152.509675
119200,3152.51429
119250,3152.518905
119300,3152.523519
119350,3152.528131
119400,3152.532743
119450,3152.537354
119500,3152.541964
119550,3152.546573
119600,3152.551181
119650,3152.555788
119700,3152.560394
119750,3152.564999
119800,3152.569603
119850,3152.574206
119900,3152.578808
119950,3152.583409
120000,3152.588009
120050,3152.592609
120100,3152.597207
120150,3152.601804
120200,3152.606401
120250,3152.610996
120300,3152.615591
120350,3152.620184
120400,3152.624777
120450,3152.629369
120500,3152.633959
120550,3152.638549
120600,3152.643138
120650,3152.647726
120700,3152.652313
120750,3152.656898
120800,3152.661483
120850,3152.666067
120900,3152.670651
120950,3152.675233
121000,3152.679814
121050,3152.684394
121100,3152.688973
121150,3152.693552
121200,3152.698129
121250,3152.702706
121300,3152.707281
121350,3152.711856
121400,3152.716429
121450,3152.721002
121500,3152.725574
121550,3152.730145
121600,3152.734715
121650,3152.739283
121700,3152.743851
121750,3152.748418
121800,3152.752985
121850,3152.75755
121900,3152.762114
121950,3152.766677
122000,3152.77124
122050,3152.775801
122100,3152.780362
122150,3152.784921
122200,3152.78948
122250,3152.794038
122300,3152.798594
122350,3152.80315
122400,3152.807705
122450,3152.812259
122500,3152.816812
122550,3152.821364
122600,3152.825915
122650,3152.830466
122700,3152.835015
122750,3152.839563
122800,3152.844111
122850,3152.848657
122900,3152.853203
122950,3152.857748
123000,3152.862292
123050,3152.866834
123100,3152.871376
123150,3152.875917
123200,3152.880457
123250,3152.884997
123300,3152.889535
123350,3152.894072
123400,3152.898609
123450,3152.903144
123500,3152.907679
123550,3152.912212
123600,3152.916745
123650,3152.921277
123700,3152.925808
123750,3152.930338
123800,3152.934867
123850,3152.939395
123900,3152.943922
123950,3152.948449
124000,3152.952974
124050,3152.957499
124100,3152.962022
124150,3152.966545
124200,3152.971067
124250,3152.975587
124300,3152.980107
124350,3152.984627
124400,3152.989145
124450,3152.993662
124500,3152.998178
124550,3153.002694
124600,3153.007208
124650,3153.011722
124700,3153.016234
124750,3153.020746
124800,3153.025257
124850,3153.029767
124900,3153.034276
124950,3153.038784
125000,3153.043292
125050,3153.047798
125100,3153.052303
125150,3153.056808
125200,3153.061312
125250,3153.065815
125300,3153.070316
125350,3153.074817
125400,3153.079317
125450,3153.083817
125500,3153.088315
125550,3153.092812
125600,3153.097309
125650,3153.101804
125700,3153.106299
125750,3153.110793
125800,3153.115286
125850,3153.119778
125900,3153.124269
125950,3153.128759
126000,3153.133249
126050,3153.137737
126100,3153.142225
126150,3153.146711
126200,3153.151197
126250,3153.155682
126300,3153.160166
126350,3153.164649
126400,3153.169131
126450,3153.173613
126500,3153.178093
126550,3153.182573
126600,3153.187052
126650,3153.191529
126700,3153.196006
126750,3153.200482
126800,3153.204958
126850,3153.209432
126900,3153.213905
126950,3153.218378
127000,3153.222849
127050,3153.22732
127100,3153.23179
127150,3153.236259
127200,3153.240727
127250,3153.245194
127300,3153.249661
127350,3153.254126
127400,3153.258591
127450,3153.263055
127500,3153.267517
127550,3153.271979
127600,3153.276441
127650,3153.280901
127700,3153.28536
127750,3153.289819
127800,3153.294276
127850,3153.298733
127900,3153.303189
127950,3153.307644
128000,3153.312098
128050,3153.316551
128100,3153.321004
128150,3153.325455
128200,3153.329906
128250,3153.334356
128300,3153.338805
128350,3153.343253
128400,3153.3477
128450,3153.352146
128500,3153.356592
128550,3153.361036
128600,3153.36548
128650,3153.369923
128700,3153.374365
128750,3153.378806
128800,3153.383246
128850,3153.387686
128900,3153.392124
128950,3153.396562
129000,3153.400999
129050,3153.405435
129100,3153.40987
129150,3153.414304
129200,3153.418738
129250,3153.42317
129300,3153.427602
129350,3153.432033
129400,3153.436463
129450,3153.440892
129500,3153.44532
129550,3153.449747
129600,3153.454174
129650,3153.4586
129700,3153.463024
129750,3153.467448
129800,3153.471872
129850,3153.476294
129900,3153.480715
129950,3153.485136
130000,3153.489556
130050,3153.493974
130100,3153.498393
130150,3153.50281
130200,3153.507226
130250,3153.511642
130300,3153.516056
130350,3153.52047
130400,3153.524883
130450,3153.529295
130500,3153.533706
130550,3153.538117
130600,3153.542526
130650,3153.546935
130700,3153.551343
130750,3153.55575
130800,3153.560156
130850,3153.564561
130900,3153.568966
130950,3153.57337
131000,3153.577772
131050,3153.582174
131100,3153.586576
131150,3153.590976
131200,3153.595375
131250,3153.599774
131300,3153.604172
131350,3153.608569
131400,3153.612965
131450,3153.61736
131500,3153.621755
131550,3153.626148
131600,3153.630541
131650,3153.634933
131700,3153.639324
131750,3153.643714
131800,3153.648104
131850,3153.652492
131900,3153.65688
131950,3153.661267
132000,3153.665653
132050,3153.670039
132100,3153.674423
132150,3153.678807
132200,3153.683189
132250,3153.687571
132300,3153.691953
132350,3153.696333
132400,3153.700712
132450,3153.705091
132500,3153.709469
132550,3153.713846
132600,3153.718222
132650,3153.722597
132700,3153.726972
132750,3153.731346
132800,3153.735718
132850,3153.740091
132900,3153.744462
132950,3153.748832
133000,3153.753202
133050,3153.757571
133100,3153.761939
133150,3153.766306
133200,3153.770672
133250,3153.775037
133300,3153.779402
133350,3153.783766
133400,3153.788129
133450,3153.792491
133500,3153.796853
133550,3153.801213
133600,3153.805573
133650,3153.809932
133700,3153.81429
133750,3153.818647
133800,3153.823004
133850,3153.82736
133900,3153.831714
133950,3153.836069
134000,3153.840422
134050,3153.844774
134100,3153.849126
134150,3153.853477
134200,3153.857827
134250,3153.862176
134300,3153.866524
134350,3153.870872
134400,3153.875219
134450,3153.879565
134500,3153.88391
134550,3153.888254
134600,3153.892598
134650,3153.89694
134700,3153.901282
134750,3153.905623
134800,3153.909964
134850,3153.914303
134900,3153.918642
134950,3153.92298
135000,3153.927317
135050,3153.931653
135100,3153.935989
135150,3153.940323
135200,3153.944657
135250,3153.94899
135300,3153.953323
135350,3153.957654
135400,3153.961985
135450,3153.966315
135500,3153.970644
135550,3153.974972
135600,3153.9793
135650,3153.983626
135700,3153.987952
135750,3153.992277
135800,3153.996602
135850,3154.000925
135900,3154.005248
135950,3154.00957
136000,3154.013891
136050,3154.018211
136100,3154.022531
136150,3154.02685
136200,3154.031167
136250,3154.035485
136300,3154.039801
136350,3154.044117
136400,3154.048431
136450,3154.052745
136500,3154.057059
136550,3154.061371
136600,3154.065683
136650,3154.069993
136700,3154.074303
136750,3154.078613
136800,3154.082921
136850,3154.087229
136900,3154.091536
136950,3154.095842
137000,3154.100147
137050,3154.104452
137100,3154.108755
137150,3154.113058
137200,3154.117361
137250,3154.121662
137300,3154.125963
137350,3154.130262
137400,3154.134561
137450,3154.13886
137500,3154.143157
137550,3154.147454
137600,3154.15175
137650,3154.156045
137700,3154.160339
137750,3154.164633
137800,3154.168926
137850,3154.173218
137900,3154.177509
137950,3154.181799
138000,3154.186089
138050,3154.190378
138100,3154.194666
138150,3154.198954
138200,3154.20324
138250,3154.207526
138300,3154.211811
138350,3154.216095
138400,3154.220379
138450,3154.224661
138500,3154.228943
138550,3154.233225
138600,3154.237505
138650,3154.241785
138700,3154.246063
138750,3154.250341
138800,3154.254619
138850,3154.258895
138900,3154.263171
138950,3154.267446
139000,3154.27172
139050,3154.275994
139100,3154.280266
139150,3154.284538
139200,3154.28881
139250,3154.29308
139300,3154.29735
139350,3154.301618
139400,3154.305886
139450,3154.310154
139500,3154.31442
139550,3154.318686
139600,3154.322951
139650,3154.327215
139700,3154.331479
139750,3154.335742
139800,3154.340004
139850,3154.344265
139900,3154.348525
139950,3154.352785
140000,3154.357044
140050,3154.361302
140100,3154.36556
140150,3154.369816
140200,3154.374072
140250,3154.378327
140300,3154.382582
140350,3154.386835
140400,3154.391088
140450,3154.39534
140500,3154.399592
140550,3154.403842
140600,3154.408092
140650,3154.412341
140700,3154.416589
140750,3154.420837
140800,3154.425084
140850,3154.42933
140900,3154.433575
140950,3154.43782
141000,3154.442063
141050,3154.446307
141100,3154.450549
141150,3154.45479
141200,3154.459031
141250,3154.463271
141300,3154.46751
141350,3154.471749
141400,3154.475987
141450,3154.480224
141500,3154.48446
141550,3154.488696
141600,3154.492931
141650,3154.497165
141700,3154.501398
141750,3154.50563
141800,3154.509862
141850,3154.514093
141900,3154.518324
141950,3154.522553
142000,3154.526782
142050,3154.53101
142100,3154.535237
142150,3154.539464
142200,3154.54369
142250,3154.547915
142300,3154.552139
142350,3154.556363
142400,3154.560586
142450,3154.564808
142500,3154.569029
142550,3154.57325
142600,3154.57747
142650,3154.581689
142700,3154.585908
142750,3154.590125
142800,3154.594342
142850,3154.598559
142900,3154.602774
142950,3154.606989
143000,3154.611203
143050,3154.615416
143100,3154.619629
143150,3154.62384
143200,3154.628051
143250,3154.632262
143300,3154.636471
143350,3154.64068
143400,3154.644888
143450,3154.649096
143500,3154.653302
143550,3154.657508
143600,3154.661714
143650,3154.665918
143700,3154.670122
143750,3154.674325
143800,3154.678527
143850,3154.682729
143900,3154.686929
143950,3154.69113
144000,3154.695329
144050,3154.699528
144100,3154.703725
144150,3154.707923
144200,3154.712119
144250,3154.716315
144300,3154.72051
144350,3154.724704
144400,3154.728898
144450,3154.73309
144500,3154.737282
144550,3154.741474
144600,3154.745664
144650,3154.749854
144700,3154.754043
144750,3154.758232
144800,3154.76242
144850,3154.766607
144900,3154.770793
144950,3154.774979
145000,3154.779163
145050,3154.783348
145100,3154.787531
145150,3154.791714
145200,3154.795896
145250,3154.800077
145300,3154.804257
145350,3154.808437
145400,3154.812616
145450,3154.816795
145500,3154.820972
145550,3154.825149
145600,3154.829325
145650,3154.833501
145700,3154.837676
145750,3154.84185
145800,3154.846023
145850,3154.850196
145900,3154.854368
145950,3154.858539
146000,3154.862709
146050,3154.866879
146100,3154.871048
146150,3154.875216
146200,3154.879384
146250,3154.883551
146300,3154.887717
146350,3154.891883
146400,3154.896048
146450,3154.900212
146500,3154.904375
146550,3154.908538
146600,3154.9127
146650,3154.916861
146700,3154.921021
146750,3154.925181
146800,3154.92934
146850,3154.933499
146900,3154.937656
146950,3154.941813
147000,3154.94597
147050,3154.950125
147100,3154.95428
147150,3154.958434
147200,3154.962588
147250,3154.96674
147300,3154.970892
147350,3154.975044
147400,3154.979194
147450,3154.983344
147500,3154.987494
147550,3154.991642
147600,3154.99579
147650,3154.999937
147700,3155.004083
147750,3155.008229
147800,3155.012374
147850,3155.016518
147900,3155.020662
147950,3155.024805
148000,3155.028947
148050,3155.033089
148100,3155.037229
148150,3155.04137
148200,3155.045509
148250,3155.049648
148300,3155.053786
148350,3155.057923
148400,3155.06206
148450,3155.066196
148500,3155.070331
148550,3155.074465
148600,3155.078599
148650,3155.082732
148700,3155.086865
148750,3155.090996
148800,3155.095128
148850,3155.099258
148900,3155.103388
148950,3155.107517
149000,3155.111645
149050,3155.115772
149100,3155.119899
149150,3155.124026
149200,3155.128151
149250,3155.132276
149300,3155.1364
149350,3155.140523
149400,3155.144646
149450,3155.148768
149500,3155.15289
149550,3155.15701
149600,3155.16113
149650,3155.16525
149700,3155.169368
149750,3155.173486
149800,3155.177603
149850,3155.18172
149900,3155.185836
149950,3155.189951
150000,3155.194065
150050,3155.198179
150100,3155.202292
150150,3155.206405
150200,3155.210517
150250,3155.214628
150300,3155.218738
150350,3155.222848
150400,3155.226957
150450,3155.231065
150500,3155.235173
150550,3155.23928
150600,3155.243386
150650,3155.247492
150700,3155.251597
150750,3155.255701
150800,3155.259804
150850,3155.263907
150900,3155.268009
150950,3155.272111
151000,3155.276212
151050,3155.280312
151100,3155.284412
151150,3155.28851
151200,3155.292608
151250,3155.296706
151300,3155.300803
151350,3155.304899
151400,3155.308994
151450,3155.313089
151500,3155.317183
151550,3155.321276
151600,3155.325369
151650,3155.329461
151700,3155.333553
151750,3155.337643
151800,3155.341733
151850,3155.345823
151900,3155.349911
151950,3155.353999
152000,3155.358087
152050,3155.362173
152100,3155.366259
152150,3155.370345
152200,3155.374429
152250,3155.378513
152300,3155.382597
152350,3155.386679
152400,3155.390761
152450,3155.394842
152500,3155.398923
152550,3155.403003
152600,3155.407082
152650,3155.411161
152700,3155.415239
152750,3155.419316
152800,3155.423393
152850,3155.427469
152900,3155.431544
152950,3155.435619
153000,3155.439693
153050,3155.443766
153100,3155.447838
153150,3155.45191
153200,3155.455982
153250,3155.460052
153300,3155.464122
153350,3155.468192
153400,3155.47226
153450,3155.476328
153500,3155.480396
153550,3155.484462
153600,3155.488528
153650,3155.492594
153700,3155.496658
153750,3155.500722
153800,3155.504786
153850,3155.508848
153900,3155.51291
153950,3155.516972
154000,3155.521032
154050,3155.525092
154100,3155.529152
154150,3155.53321
154200,3155.537268
154250,3155.541326
154300,3155.545383
154350,3155.549439
154400,3155.553494
154450,3155.557549
154500,3155.561603
154550,3155.565657
154600,3155.569709
154650,3155.573762
154700,3155.577813
154750,3155.581864
154800,3155.585914
154850,3155.589964
154900,3155.594012
154950,3155.598061
155000,3155.602108
155050,3155.606155
