Date,TotalUpper0,TotalLower0,TotalLowerMexico0,TotalUpper1,TotalLower1,TotalLowerMexico1,TotalUpper2,TotalLower2,TotalLowerMexico2,TotalUpper3,TotalLower3,TotalLowerMexico3,TotalUpper4,TotalLower4,TotalLowerMexico4,TotalUpper5,TotalLower5,TotalLowerMexico5
Dec-43,58194.13,489782.6711,591182.6711,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8
Jan-44,60893.97,476929.556,599529.556,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55
Feb-44,61664.95,628867.2741,763367.2741,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37
Mar-44,78434.25,729286.7022,875686.7022,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91
Apr-44,262587.19,788319.5922,958519.5922,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27
May-44,1104114.24,785499.1862,859499.1862,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46
Jun-44,1724350.9,858576.8662,932576.8662,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89
Jul-44,1088795.36,898200.2862,981000.2862,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17
Aug-44,627581.04,871526.6462,942426.6462,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92
Sep-44,268285.97,748627.1766,807627.1766,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84
Oct-44,109631.32,681120.6041,755120.6041,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87
Nov-44,57484.5,544611.496,624811.496,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02
Dec-44,58917.07,489773.6641,591173.6641,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79
Jan-45,61589.28,476955.1556,599515.1556,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15
Feb-45,62359.55,628908.2671,763358.2671,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37
Mar-45,79214.08,729343.0886,875683.0886,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3
Apr-45,264289.53,788395.9786,958515.9786,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66
May-45,1106407.6,785611.8068,859511.8068,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08
Jun-45,1725364.37,858689.4868,932589.4868,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51
Jul-45,1088337,898332.9068,981012.9068,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79
Aug-45,627733.75,871649.2668,942439.2668,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54
Sep-45,268776.31,748739.7432,807639.7432,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4
Oct-45,110331.17,681211.5971,755111.5971,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87
Nov-45,58257.83,544677.0956,624797.0956,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62
Dec-45,59621.51,489824.6571,591164.6571,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79
Jan-46,62272.61,476940.7552,599500.7552,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75
Feb-46,63042.18,628899.2601,763349.2601,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36
Mar-46,79982.11,729339.4751,875679.4751,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69
Apr-46,265938.86,788392.3651,958512.3651,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05
May-46,1108629.31,785624.4273,859524.4273,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7
Jun-46,1726426.87,858702.1073,932602.1073,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13
Jul-46,1087976.78,898345.5273,981025.5273,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41
Aug-46,627920.85,871661.8873,942451.8873,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16
Sep-46,269266.08,748752.3098,807652.3098,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97
Oct-46,111018.84,681202.5901,755102.5901,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86
Nov-46,59018.04,544662.6952,624782.6952,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22
Dec-46,60312.85,489815.6501,591155.6501,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78
Jan-47,62941.35,476926.3549,599486.3549,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34
Feb-47,63710.22,628890.2532,763340.2532,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35
Mar-47,80735.31,729335.8615,875675.8615,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07
Apr-47,267543.37,788388.7515,958508.7515,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43
May-47,1110797.39,785637.0478,859537.0478,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32
Jun-47,1727509.55,858714.7278,932614.7278,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75
Jul-47,1087676.3,898358.1478,981038.1478,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03
Aug-47,628130.48,871674.5078,942464.5078,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78
Sep-47,269751.66,748764.8765,807664.8765,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54
Oct-47,111692.11,681193.5832,755093.5832,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85
Nov-47,59763.77,544648.2949,624768.2949,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81
Dec-47,60989.7,489806.6432,591146.6432,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77
Jan-48,63598.73,476951.9545,599471.9545,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94
Feb-48,64366.89,628931.2462,763331.2462,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35
Mar-48,81477.12,729392.2479,875672.2479,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46
Apr-48,269108.7,788465.1379,958505.1379,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82
May-48,1112914.72,785749.6684,859549.6684,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94
Jun-48,1728599.11,858827.3484,932627.3484,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37
Jul-48,1087422.53,898490.7684,981050.7684,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65
Aug-48,628358.14,871797.1284,942477.1284,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4
Sep-48,270234.1,748877.4431,807677.4431,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1
Oct-48,112354,681284.5762,755084.5762,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85
Nov-48,60498.15,544713.8945,624753.8945,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41
Dec-48,61655.2,489857.6362,591137.6362,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77
Jan-49,64247.74,476937.5541,599457.5541,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54
Feb-49,65015.2,628922.2392,763322.2392,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34
Mar-49,82210.74,729388.6343,875668.6343,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84
Apr-49,270639.75,788461.5243,958501.5243,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2
May-49,1114983.08,785762.289,859562.289,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56
Jun-49,1729682.04,858839.969,932639.969,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99
Jul-49,1087202.87,898503.389,981063.389,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27
Aug-49,628599.41,871809.749,942489.749,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02
Sep-49,270714.35,748890.0097,807690.0097,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67
Oct-49,113007.33,681275.5692,755075.5692,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84
Nov-49,61224.07,544699.4941,624739.4941,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01
Dec-49,62312.24,489848.6292,591128.6292,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76
Jan-50,64885.88,476963.1537,599443.1537,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14
Feb-50,65652.63,628963.2322,763313.2322,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33
Mar-50,82933.21,729445.0208,875665.0208,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23
Apr-50,272139.47,788537.9108,958497.9108,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59
May-50,1117015.11,785874.9095,859574.9095,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18
Jun-50,1730780.16,858952.5895,932652.5895,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61
Jul-50,1087022.75,898636.0095,981076.0095,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89
Aug-50,628854.74,871932.3695,942502.3695,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64
Sep-50,271190.88,749002.5763,807702.5763,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24
Oct-50,113649.98,681366.5622,755066.5622,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83
Nov-50,61939.24,544765.0937,624725.0937,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61
Dec-50,62958.53,489899.6222,591119.6222,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75
Jan-51,65327.8,476956.5081,599436.5081,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5
Feb-51,66093.04,628959.0756,763309.0756,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18
Mar-51,83355.64,729443.3531,875663.3531,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56
Apr-51,272538.03,788536.2431,958496.2431,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92
May-51,1116604.94,785880.7338,859580.7338,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551
Jun-51,1729869.1,858958.4138,932658.4138,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43
Jul-51,1086341.48,898641.8338,981081.8338,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71
Aug-51,628668.9,871938.1938,942508.1938,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46
Sep-51,271481.54,749008.3757,807708.3757,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04
Oct-51,114123.63,681362.4056,755062.4056,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68
Nov-51,62405.09,544758.4481,624718.4481,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97
Dec-51,63419.31,489895.4656,591115.4656,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6
Jan-52,65769.94,476949.8625,599429.8625,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85
Feb-52,66533.67,628954.919,763304.919,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02
Mar-52,83778.3,729441.6855,875661.6855,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9
Apr-52,272936.15,788534.5755,958494.5755,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26
May-52,1116194.57,785886.558,859586.558,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83
Jun-52,1728965.86,858964.238,932664.238,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26
Jul-52,1085666.84,898647.658,981087.658,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54
Aug-52,628485.11,871944.018,942514.018,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29
Sep-52,271772.78,749014.1751,807714.1751,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84
Oct-52,114597.5,681358.249,755058.249,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52
Nov-52,62871,544751.8025,624711.8025,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32
Dec-52,63880.14,489891.309,591111.309,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44
Jan-53,66212.54,476983.2168,599423.2168,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21
Feb-53,66974.75,629000.7623,763300.7623,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86
Mar-53,84201.45,729500.0179,875660.0179,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23
Apr-53,273332.88,788612.9079,958492.9079,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59
May-53,1115782.63,785992.3823,859592.3823,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65
Jun-53,1728081.68,859070.0623,932670.0623,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08
Jul-53,1085009.18,898773.4823,981093.4823,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36
Aug-53,628306.54,872059.8423,942519.8423,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11
Sep-53,272065.33,749119.9744,807719.9744,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63
Oct-53,115071.82,681454.0923,755054.0923,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36
Nov-53,63336.98,544825.1568,624705.1568,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68
Dec-53,64341.04,489947.1523,591107.1523,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28
Jan-54,66655.2,476976.5712,599416.5712,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56
Feb-54,67415.89,628996.6057,763296.6057,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71
Mar-54,84624.69,729498.3502,875658.3502,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56
Apr-54,273729.76,788611.2402,958491.2402,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92
May-54,1115371.39,785998.2065,859598.2065,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48
Jun-54,1727198.5,859075.8865,932675.8865,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91
Jul-54,1084351.96,898779.3065,981099.3065,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19
Aug-54,628128.2,872065.6665,942525.6665,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94
Sep-54,272358.04,749125.7738,807725.7738,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43
Oct-54,115546.2,681449.9357,755049.9357,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21
Nov-54,63803.01,544818.5112,624698.5112,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03
Dec-54,64802,489942.9957,591102.9957,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13
Jan-55,67097.92,476969.9256,599409.9256,67097.92,443496.92,578496.92,67097.92,443496.92,578496.92,67097.92,443496.92,578496.92,67097.92,443496.92,578496.92,67097.92,443496.92,578496.92
Feb-55,67857.11,628992.4491,763292.4491,67857.11,589566.55,739566.55,67857.11,589566.55,739566.55,67857.11,589566.55,739566.55,67857.11,589566.55,739566.55,67857.11,589566.55,739566.55
Mar-55,85048.02,729496.6826,875656.6826,85048.02,679876.89,844876.89,85048.02,679876.89,844876.89,85048.02,679876.89,844876.89,85048.02,679876.89,844876.89,85048.02,679876.89,844876.89
Apr-55,274126.79,788609.5726,958489.5726,274126.79,723024.25,918024.25,274126.79,723024.25,918024.25,274126.79,723024.25,918024.25,274126.79,723024.25,918024.25,274126.79,723024.25,918024.25
May-55,1114960.87,786004.0308,859604.0308,1114960.87,686674.3,791674.3,1114960.87,686674.3,791674.3,1114960.87,686674.3,791674.3,1114960.87,686674.3,791674.3,1114960.87,686674.3,791674.3
Jun-55,1726316.32,859081.7108,932681.7108,1726316.32,727959.73,832959.73,1726316.32,727959.73,832959.73,1726316.32,727959.73,832959.73,1726316.32,727959.73,832959.73,1726316.32,727959.73,832959.73
Jul-55,1083695.19,898785.1308,981105.1308,1083695.19,748641.01,868641.01,1083695.19,748641.01,868641.01,1083695.19,748641.01,868641.01,1083695.19,748641.01,868641.01,1083695.19,748641.01,868641.01
