Date,TotalUpper0,TotalLower0,TotalLowerMexico0,TotalUpper1,TotalLower1,TotalLowerMexico1,TotalUpper2,TotalLower2,TotalLowerMexico2,TotalUpper3,TotalLower3,TotalLowerMexico3,TotalUpper4,TotalLower4,TotalLowerMexico4,TotalUpper5,TotalLower5,TotalLowerMexico5
Mar-43,77635.59,679670.53,844670.53,77635.59,679670.53,844670.53,77635.59,679670.53,844670.53,77635.59,679670.53,844670.53,77635.59,679670.53,844670.53,77635.59,679670.53,844670.53
Apr-43,260826.23,722737.89,917737.89,260826.23,722737.89,917737.89,260826.23,722737.89,917737.89,260826.23,722737.89,917737.89,260826.23,722737.89,917737.89,260826.23,722737.89,917737.89
May-43,1101749.4,686156.84,791156.84,1101749.4,686156.84,791156.84,1101749.4,686156.84,791156.84,1101749.4,686156.84,791156.84,1101749.4,686156.84,791156.84,1101749.4,686156.84,791156.84
Jun-43,1723359.18,727442.27,832442.27,1723359.18,727442.27,832442.27,1723359.18,727442.27,832442.27,1723359.18,727442.27,832442.27,1723359.18,727442.27,832442.27,1723359.18,727442.27,832442.27
Jul-43,1089328.64,748043.55,868043.55,1089328.64,748043.55,868043.55,1089328.64,748043.55,868043.55,1089328.64,748043.55,868043.55,1089328.64,748043.55,868043.55,1089328.64,748043.55,868043.55
Aug-43,627456.55,735363.3,840363.3,627456.55,735363.3,840363.3,627456.55,735363.3,840363.3,627456.55,735363.3,840363.3,627456.55,735363.3,840363.3,627456.55,735363.3,840363.3
Sep-43,267790.24,643671.27,733671.27,267790.24,643671.27,733671.27,267790.24,643671.27,733671.27,267790.24,643671.27,733671.27,267790.24,643671.27,733671.27,267790.24,643671.27,733671.27
Oct-43,108913.05,603079.88,708079.88,108913.05,603079.88,708079.88,108913.05,603079.88,708079.88,108913.05,603079.88,708079.88,108913.05,603079.88,708079.88,108913.05,603079.88,708079.88
Nov-43,56692.69,492161.42,597161.42,56692.69,492161.42,597161.42,56692.69,492161.42,597161.42,56692.69,492161.42,597161.42,56692.69,492161.42,597161.42,56692.69,492161.42,597161.42
Dec-43,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8,58194.13,450051.8,570051.8
Jan-44,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55,60893.97,443456.55,578456.55
Feb-44,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37,61664.95,589441.37,739441.37
Mar-44,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91,78434.25,679666.91,844666.91
Apr-44,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27,262587.19,722734.27,917734.27
May-44,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46,1104114.24,686169.46,791169.46
Jun-44,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89,1724350.9,727454.89,832454.89
Jul-44,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17,1088795.36,748056.17,868056.17
Aug-44,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92,627581.04,735375.92,840375.92
Sep-44,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84,268285.97,643683.84,733683.84
Oct-44,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87,109631.32,603070.87,708070.87
Nov-44,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02,57484.5,492147.02,597147.02
Dec-44,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79,58917.07,450042.79,570042.79
Jan-45,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15,61589.28,443482.15,578482.15
Feb-45,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37,62359.55,589482.37,739482.37
Mar-45,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3,79214.08,679723.3,844723.3
Apr-45,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66,264289.53,722810.66,917810.66
May-45,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08,1106407.6,686282.08,791282.08
Jun-45,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51,1725364.37,727567.51,832567.51
Jul-45,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79,1088337,748188.79,868188.79
Aug-45,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54,627733.75,735498.54,840498.54
Sep-45,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4,268776.31,643796.4,733796.4
Oct-45,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87,110331.17,603161.87,708161.87
Nov-45,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62,58257.83,492212.62,597212.62
Dec-45,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79,59621.51,450093.79,570093.79
Jan-46,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75,62272.61,443467.75,578467.75
Feb-46,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36,63042.18,589473.36,739473.36
Mar-46,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69,79982.11,679719.69,844719.69
Apr-46,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05,265938.86,722807.05,917807.05
May-46,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7,1108629.31,686294.7,791294.7
Jun-46,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13,1726426.87,727580.13,832580.13
Jul-46,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41,1087976.78,748201.41,868201.41
Aug-46,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16,627920.85,735511.16,840511.16
Sep-46,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97,269266.08,643808.97,733808.97
Oct-46,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86,111018.84,603152.86,708152.86
Nov-46,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22,59018.04,492198.22,597198.22
Dec-46,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78,60312.85,450084.78,570084.78
Jan-47,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34,62941.35,443453.34,578453.34
Feb-47,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35,63710.22,589464.35,739464.35
Mar-47,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07,80735.31,679716.07,844716.07
Apr-47,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43,267543.37,722803.43,917803.43
May-47,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32,1110797.39,686307.32,791307.32
Jun-47,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75,1727509.55,727592.75,832592.75
Jul-47,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03,1087676.3,748214.03,868214.03
Aug-47,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78,628130.48,735523.78,840523.78
Sep-47,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54,269751.66,643821.54,733821.54
Oct-47,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85,111692.11,603143.85,708143.85
Nov-47,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81,59763.77,492183.81,597183.81
Dec-47,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77,60989.7,450075.77,570075.77
Jan-48,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94,63598.73,443478.94,578478.94
Feb-48,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35,64366.89,589505.35,739505.35
Mar-48,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46,81477.12,679772.46,844772.46
Apr-48,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82,269108.7,722879.82,917879.82
May-48,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94,1112914.72,686419.94,791419.94
Jun-48,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37,1728599.11,727705.37,832705.37
Jul-48,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65,1087422.53,748346.65,868346.65
Aug-48,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4,628358.14,735646.4,840646.4
Sep-48,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1,270234.1,643934.1,733934.1
Oct-48,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85,112354,603234.85,708234.85
Nov-48,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41,60498.15,492249.41,597249.41
Dec-48,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77,61655.2,450126.77,570126.77
Jan-49,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54,64247.74,443464.54,578464.54
Feb-49,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34,65015.2,589496.34,739496.34
Mar-49,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84,82210.74,679768.84,844768.84
Apr-49,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2,270639.75,722876.2,917876.2
May-49,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56,1114983.08,686432.56,791432.56
Jun-49,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99,1729682.04,727717.99,832717.99
Jul-49,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27,1087202.87,748359.27,868359.27
Aug-49,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02,628599.41,735659.02,840659.02
Sep-49,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67,270714.35,643946.67,733946.67
Oct-49,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84,113007.33,603225.84,708225.84
Nov-49,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01,61224.07,492235.01,597235.01
Dec-49,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76,62312.24,450117.76,570117.76
Jan-50,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14,64885.88,443490.14,578490.14
Feb-50,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33,65652.63,589537.33,739537.33
Mar-50,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23,82933.21,679825.23,844825.23
Apr-50,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59,272139.47,722952.59,917952.59
May-50,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18,1117015.11,686545.18,791545.18
Jun-50,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61,1730780.16,727830.61,832830.61
Jul-50,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89,1087022.75,748491.89,868491.89
Aug-50,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64,628854.74,735781.64,840781.64
Sep-50,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24,271190.88,644059.24,734059.24
Oct-50,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83,113649.98,603316.83,708316.83
Nov-50,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61,61939.24,492300.61,597300.61
Dec-50,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75,62958.53,450168.75,570168.75
Jan-51,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5,65327.8,443483.5,578483.5
Feb-51,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18,66093.04,589533.18,739533.18
Mar-51,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56,83355.64,679823.56,844823.56
Apr-51,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92,272538.03,722950.92,917950.92
May-51,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551,1116604.94,686551,791551
Jun-51,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43,1729869.1,727836.43,832836.43
Jul-51,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71,1086341.48,748497.71,868497.71
Aug-51,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46,628668.9,735787.46,840787.46
Sep-51,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04,271481.54,644065.04,734065.04
Oct-51,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68,114123.63,603312.68,708312.68
Nov-51,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97,62405.09,492293.97,597293.97
Dec-51,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6,63419.31,450164.6,570164.6
Jan-52,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85,65769.94,443476.85,578476.85
Feb-52,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02,66533.67,589529.02,739529.02
Mar-52,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9,83778.3,679821.9,844821.9
Apr-52,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26,272936.15,722949.26,917949.26
May-52,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83,1116194.57,686556.83,791556.83
Jun-52,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26,1728965.86,727842.26,832842.26
Jul-52,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54,1085666.84,748503.54,868503.54
Aug-52,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29,628485.11,735793.29,840793.29
Sep-52,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84,271772.78,644070.84,734070.84
Oct-52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52,114597.5,603308.52,708308.52
Nov-52,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32,62871,492287.32,597287.32
Dec-52,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44,63880.14,450160.44,570160.44
Jan-53,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21,66212.54,443510.21,578510.21
Feb-53,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86,66974.75,589574.86,739574.86
Mar-53,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23,84201.45,679880.23,844880.23
Apr-53,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59,273332.88,723027.59,918027.59
May-53,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65,1115782.63,686662.65,791662.65
Jun-53,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08,1728081.68,727948.08,832948.08
Jul-53,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36,1085009.18,748629.36,868629.36
Aug-53,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11,628306.54,735909.11,840909.11
Sep-53,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63,272065.33,644176.63,734176.63
Oct-53,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36,115071.82,603404.36,708404.36
Nov-53,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68,63336.98,492360.68,597360.68
Dec-53,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28,64341.04,450216.28,570216.28
Jan-54,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56,66655.2,443503.56,578503.56
Feb-54,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71,67415.89,589570.71,739570.71
Mar-54,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56,84624.69,679878.56,844878.56
Apr-54,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92,273729.76,723025.92,918025.92
May-54,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48,1115371.39,686668.48,791668.48
Jun-54,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91,1727198.5,727953.91,832953.91
Jul-54,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19,1084351.96,748635.19,868635.19
Aug-54,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94,628128.2,735914.94,840914.94
Sep-54,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43,272358.04,644182.43,734182.43
Oct-54,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21,115546.2,603400.21,708400.21
Nov-54,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03,63803.01,492354.03,597354.03
Dec-54,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13,64802,450212.13,570212.13
