Run0
761179.48
725470.51
816575.54
857584.61
810149.67
970542.67
865643.74
847580.7
638690.67
479202.67
652686.61
620467.54
708582.63
732307.88
839616.14
923091.65
831426.16
898955.16
800487.68
889815.42
726003.16
447108.16
615865.65
684024.14
837142.67
854683.82
865774.97
998028.27
821960.56
869657.56
805422.86
877623.71
668866.56
629665.56
747502.27
728075.97
627088.03
700092.74
743272.44
894673.86
796542.27
865625.27
804125.68
816308.98
675949.27
596516.27
723283.86
685924.44
816629.73
805461.33
915224.93
942156.12
852383.32
933786.32
838170.52
874838.92
758020.32
511305.32
774403.12
718425.93
912051.13
806153.96
937737.78
1063904.43
952295.08
1004063.08
954790.73
968686.9
769888.08
593396.08
692543.43
701959.78
769892.87
798799.92
907147.97
1181992.07
917883.17
979698.17
906112.27
912404.22
736080.17
585806.17
776188.07
711506.97
764846.35
857185.63
922958.9
1033719.45
936650
982949
893033.56
965465.28
762075
539202
774576.45
764541.9
772988.58
855779.07
1017755.57
1074484.57
853967.57
911165.57
908739.57
923926.07
722670.57
626120.57
772797.57
705009.57
805888.81
745658.2
972687.59
902623.38
884381.16
1003548.16
993061.94
963967.55
732236.16
607902.16
827966.38
856984.59
682998.8
775044.75
883759.7
1027139.6
842248.5
912895.5
909297.4
900354.45
703432.5
627246.5
724681.6
1102749.38
1186062.07
1577288.09
1194961.11
1512752.15
1585872.18
2127139.18
1941901.22
1404606.2
1456257.18
825302.18
1017645.15
1161619.11
822401.7
1115182.94
1195012.53
1166243.71
1212843.88
1171769.88
1032459.06
993947.47
794945.88
678392.88
767533.71
776828.53
759664.37
803233.21
1021875.05
1085058.73
856566.42
888817.42
783541.1
922907.26
647427.42
444595.42
701731.73
707351.05
1186159.23
1077575.54
1195106.85
1166369.47
1213001.08
1175316.08
978577.7
947505.39
1077717.08
694172.08
970964.47
1074629.85
1186140.39
1077551.99
1195078.59
1166331.79
1260379.98
2617587.98
1896806.18
1959547.58
1477479.98
840552.98
1109544.79
1282186.59
1186289.99
1115424.99
1130820.99
1179934.99
969410.98
1175642.98
934223.98
1311827.98
1183380.98
610430.98
830197.99
857057.99
1186394.91
1077870.14
1195460.37
1067182.83
1150289.28
1175905.28
1074664.74
1213984.51
1494008.28
894545.28
1172725.83
1305197.37
847816.2
1078004.84
1054367.01
1167056.35
934983.68
1032934.68
1038653.02
972228.85
785408.68
663710.68
841240.35
750390.01
823309.87
763269.71
977942.55
977277.23
890913.92
879775.92
826035.6
842708.76
715127.92
504125.92
724845.23
746569.55
754871.28
765173.46
927945.63
965412.98
890194.33
982647.33
934220.69
992407.51
764208.33
617856.33
773408.98
746785.63
607382.03
598860.21
825855.38
1015606.73
910596.08
942989.08
857210.44
916112.26
832125.08
619826.08
689026.73
673195.38
1186964.63
1078582.29
1140908.95
1221721.27
1041460.58
1042306.58
1021041.9
1056015.24
863675.58
655254.58
855737.27
787933.95
759013.7
868227.54
973714.38
1168138.07
907232.75
1041607.75
999238.44
1602001.13
1406387.48
1423853.48
1207685.19
1127427.89
928554.7
881084.54
1103539.38
1163719.07
1001478.75
1014103.75
882438.44
903428.59
696207.75
527761.75
788498.07
782219.38
694918.03
843311.21
1020217.38
980117.73
875366.08
967095.08
870331.44
883522.26
690195.08
508662.08
735560.73
704110.38
762922.03
538988.21
982081.38
1160603.73
920677.08
887490.08
834552.44
869152.26
716553.08
455540.08
702118.73
730833.38
732064.03
828133.21
981513.38
1034223.73
926820.08
992384.08
875768.44
872286.26
693118.08
635799.08
776282.73
712461.38
778030.03
791159.21
853665.38
981169.73
943794.08
1000784.08
1026771.44
931646.26
731369.08
520370.08
738976.73
687165.38
740087.91
750833.08
950496.26
1057950.61
959306.96
987845.96
951594.31
989436.13
823972.96
673983.96
763599.61
717857.26
720305.47
802608.98
993715.49
1050072.51
875557.53
975389.53
961301.54
936004.03
797498.53
613426.53
715340.51
709226.49
710568.47
650090.98
929808.49
1033457.51
871367.53
960855.53
933040.54
947878.03
766326.53
603610.53
713209.51
714185.49
707586.47
774216.98
858404.49
1008233.51
854654.53
945593.53
950102.54
899040.03
747847.53
600714.53
690311.51
656571.49
845244.98
801821.49
843696
1011701.02
859927.03
928063.03
920066.05
928514.54
336251.03
571108.03
701511.02
675326
682857.98
714775.49
950547
962364.02
813347.03
915920.03
904686.05
907027.54
726175.03
610049.03
691301.02
626401
572742.98
674698.49
660653
858265.02
1088984.03
796355.03
776459.05
1000730.54
771581.03
628463.03
768259.02
680470
764457.98
565810.49
881258
1072584.02
879783.03
908863.03
737405.05
821791.54
741995.03
575763.03
701386.02
682993
642599.98
732616.49
915227
1005746.02
894883.03
927586.03
892412.05
888561.54
763831.03
579064.03
689967.02
685266
697983.63
693371.8
817420.96
954386.3
908565.64
927770.64
962362.98
949009.81
739478.64
551674.64
643221.3
625708.96
678942.63
702471.8
814967.96
951692.3
909372.64
924207.64
892382.98
867704.81
735216.64
612941.64
627643.3
568061.96
735473.98
758117.49
862445
991487.02
857011.03
905195.03
897297.05
862949.54
766308.03
588985.03
655202.02
661666
