Run0
760000
680000
710000
936010
907552
976091
1129078
1332894
1124213
640000
640000
720000
760000
680000
710000
1023360
1121153
1407014
1797068
2032687
1958560
732841
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
957759
984947
1401208
1799023
2037453
1674911
640000
640000
720000
882803
820525
838738
712003
742837
836076
919182
1248341
917052
640000
640000
720000
808163
782930
853407
716371
743406
699476
797605
1222102
924934
640000
640000
720000
760000
680000
710000
920101
923242
1113501
1344008
1764411
1311140
640000
640000
720000
880436
752321
735549
641339
664932
801009
907248
1253588
987809
640000
640000
720000
890584
945044
1114222
1037491
1026402
1172845
1392920
1750918
1262724
864843
813197
803633
790885
713094
730846
647055
620427
676143
762275
1313111
960035
640000
640000
720000
942852
842517
861495
771174
514981
1400356
1862039
1537190
1487603
970972
918483
918568
985092
1234188
1021028
1240257
1338561
2188442
3336276
1938448
1487603
802058
751956
734529
724801
900864
993530
973613
939527
733565
1000000
1192625
938712
640000
640000
720000
760000
680000
710000
640000
630000
660000
1000000
657143
492857
640000
640000
720000
1142695
1089785
1163497
1127784
1310372
1844947
2051068
1537190
1425854
759236
706204
700789
886024
759912
1024772
1025915
1102350
3942344
1955598
1973732
1487603
832736
780910
760258
923563
937068
592230
533841
636441
3075222
1310581
1478633
1164898
640000
640000
720000
760000
732258
702254
633018
828578
1668020
1595832
1956003
1487603
822423
766656
741389
719686
643930
672338
887698
663733
632955
1000000
891582
732809
640000
640000
720000
760000
680000
713549
639443
629452
659426
749348
1001661
670561
640000
640000
720000
760271
757332
699273
680536
660975
1010652
1107517
1508151
1156905
640000
640000
720000
836359
868264
670776
622980
601798
711342
1478181
1802120
1321229
1084780
1029989
1033539
822515
805502
883535
823145
736311
1873751
1081077
1414962
1117291
640000
640000
720000
760000
732831
702169
632941
623051
3459901
1801966
2366131
1487603
1088644
1033345
1035787
618762
553630
578054
521063
762666
787500
900351
1099345
813393
661038
638226
718004
757893
678115
708032
638226
628254
658171
747921
797783
598337
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
750218
750218
792484
898148
950980
707952
640000
640000
720000
760000
680000
710000
750218
750218
792484
898148
950980
707952
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
640000
630000
660000
750000
800000
600000
640000
640000
720000
760000
680000
710000
750218
750218
792484
898148
950980
707952
640000
640000
720000
860000
750000
800000
710000
710000
750000
850000
900000
670000
640000
640000
720000
860000
750000
800000
710000
710000
750000
850000
900000
670000
640000
640000
720000
760000
680000
710000
750218
750218
792484
898148
950980
707952
640000
640000
720000
