Run0,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50,Run51,Run52,Run53,Run54,Run55,Run56,Run57,Run58,Run59,Run60,Run61,Run62,Run63,Run64,Run65,Run66,Run67,Run68,Run69,Run70,Run71,Run72,Run73,Run74,Run75,Run76,Run77,Run78,Run79,Run80,Run81,Run82,Run83,Run84,Run85,Run86,Run87,Run88,Run89,Run90,Run91,Run92,Run93,Run94,Run95,Run96,Run97,Run98,Run99,Run100,Run101,Run102,Run103,Run104,Run105,Run106,Run107,Run108,Run109,Run110,Run111
-1359.13,-2535.45,-494.18,-32.33,-372.08,0,-2129.23,-13391.35,-7680.33,-3884.33,0,-4094.8,-4692.41,-15322.4,-16197.51,-9324.1,-7161.69,-19773.6,-14461.68,-17040.35,-9851.33,0,-17645.73,-14664.47,-5.1,-6281.59,-15936.94,-14293.84,-5354.66,-14114.44,-1085.66,-13012.41,-13807.8,-22799.13,-330.83,0,-6806.33,-25873.74,-25046.12,-12713.01,-12084.33,-12386.25,-14834.28,-15468.06,-1940.91,-7678.59,-21355.46,-532.33,-1361.23,-11226.42,-11645.3,0,-63.08,-129.68,-224.93,-449.33,0,-104.93,-344.33,-11529.81,-14886.16,-14706.38,-5.1,-8058.6,-3424.33,0,0,0,-5.1,0,-5.1,-8821.47,-14621.3,-13693.68,-13584.94,-11847.35,-5.1,-5.1,0,-5.1,0,0,0,-5.1,-19290.89,-27715.84,-12395.33,-5.1,0,-11249.33,-5.1,-5.1,-736.67,-5.1,0,-24407.14,-5.1,-5.1,-77.93,-5.1,-16936.3,-15268.78,-1649.18,-5.1,-4460.4,-6381.33,-147.68,-592.58,0,-1401.84,-44.49,-15041.17
0,-13391.35,-7897.33,-3875.23,-4355.23,-4719.23,0,-13391.36,-13391.36,-12053.33,0,-13386.26,0,-13386.26,-14546.37,-15701.96,-14780.35,-21128.2,-14144.5,-15189.38,-13391.36,-13386.25,-13696.22,-14340.19,-2800.33,-9316.93,-15190.7,-15437.26,-10333.33,-13391.36,-1334.33,-14040.19,-13386.25,-23192.16,-8562.23,-14045.44,-13391.36,-26759.18,-25198.38,-13653.87,-4414.33,-13391.36,-14040.75,-14695.87,-5.1,-9933.33,-16718.5,-13512.93,-13386.26,-14311.2,-11823.3,-13386.25,-10731.23,-2711.41,0,-3666.23,-288.83,-4491.33,0,-13175.61,-28002.42,-27715.84,-5.1,-13386.26,-13391.37,-10276.23,0,0,-5.1,0,-13054.23,-15733.58,-13391.36,-13391.36,-13391.37,-13391.36,-13391.36,-7601.33,0,-5.1,0,0,-3320.23,-13391.36,-23417.01,-27904.99,-13937.04,-13391.36,-9739.23,-5.1,-5.1,-5.1,-9092.4,-4905.33,-746.23,-24286.65,-5.1,-5.1,-1501.33,-5.1,-14304.16,-10957.23,-10617.68,-13442.44,-2891.23,-13391.35,-14120.94,-12970.8,-9222.23,-13908.93,-6661.33,-13391.36
0,0,-5.08,0,0,0,0,-5.08,-5.08,-5.08,0,0,0,-13222.61,-5154.3,-73.64,-2503.39,-20526.21,-18942.5,-5.08,-5.08,0,-10491.3,-6701.3,-5.08,-5.08,-10199.3,-11321.23,-5.08,-5.08,0,-5.08,-1507.23,-12906.63,0,0,-12896.6,-15769.1,-14134.15,-9149.15,-5.08,-9698.04,-5.08,-13788.63,-5.08,-1425.66,-14496.85,-9649.56,0,-1763.08,-5353.63,-7020.23,-2977.67,-5.08,0,0,0,-5.08,-836.81,-9140.98,-1809.92,-730.54,-5.08,-13391.33,-5.08,0,0,0,-5.08,0,0,-5.08,-13391.33,-12909.3,-5689.3,-1135.3,-5.08,-5.08,0,0,0,0,0,-2778.3,-12383.99,-27691.94,-5.08,-5.08,0,-5.08,-5.08,-5.08,-5.08,-5.08,0,-24804.32,-5.08,-5.08,-5.08,-5.08,0,0,-5.08,-5.08,0,-5.08,-5.08,0,0,-3975.3,-5.08,-3108.23
-8485.72,-3595.34,-12080.28,-3252.53,-3157.86,-7500.98,-4025.54,-4182.5,-476.62,-4403.59,-4289.81,-4211.26,-6303.49,-25338.87,-2980.85,-26801.38,-22413.44,-52303.88,-3106.22,-3106.74,-2426.32,-6057.44,-8031.36,-24327.36,-4504.13,-3996.79,-11638.69,-13462.6,-6129.6,-20717.57,-5760.4,-2794.1,-10223.14,-47498.55,0,-10018.08,-10420.3,-45526.38,-36429.5,-17711.77,-4623.63,-29449.14,-10263.28,-53230,-5756.62,-11430.83,-35960.6,-8941.27,-7477.05,-19988.95,-32915.6,-3846.08,-11261.29,-7578.35,-8099.73,-6250.43,-21314.99,-16310.93,-13598.52,-58422.95,-18025.67,-10091.66,-6617.03,-6743.69,-12013.44,-6982.65,-543.86,-8413.67,-4431.82,-4940.05,-7259.61,-6970.76,-41341.31,-14960.09,-5911.12,-46193.74,-7563.79,-21266.24,-10479.55,-5249.57,-8215.21,-9282.14,-7278.34,-9308.78,-34253.46,-52895.96,-7185.6,-12031.61,-6132.86,-5897.07,-11720.79,-8411.71,-8013.24,-8110.51,-5420.19,-59410.08,-7734.93,-9080.16,-8845.55,-4605.94,-6504.81,-6598.44,-7439.08,-7614.39,0,-6774.13,-10698.12,-1359.01,-3802.9,-4012.02,-5416.03,-5780.17
-16421.19,-3972.14,-5.01,0,0,0,-5.01,-2997.5,-5.01,-5.01,0,0,-22538.32,-41665.09,-5.01,-57329.82,-147263.54,-161764.87,-5.01,-5.01,-5.01,-4037.89,-46707.12,-5.01,-3156.68,-13040.43,0,-13717.87,-17139.75,-5.01,-4872.29,-5.01,-27274.76,-74358.46,0,-77781.28,-29917.54,-114152.94,-87221.9,-76683.05,0,-59589.24,-79710.34,-115183.61,-5897.6,-20748.54,-35656.35,-12595.14,-10720.87,-22860.46,-44131.04,0,-12350.68,-14706.1,-17651.33,0,-9686.72,-26496.61,-16432.64,-431728.21,-73668.8,-13006.46,-5934.53,-104770.12,-11075.64,-3815.44,0,0,-7636.29,-7997.82,-16673.78,-69823.78,-205881.53,-70324.79,-38567.58,-5541.78,-13253.58,-45816.74,-6440.17,0,-10146.76,-10335.4,-10057.1,-10281.92,-377737.94,-114654.87,-58996.84,-3434.99,0,-14126.4,-38705.58,-4527.4,-85145.31,-12658.65,-69608.98,-117867.59,-31084.56,-50360.6,-38298.12,0,-12945.36,-4912.35,-31983.45,-1697.19,0,-23993.79,-7617.37,-5.01,0,-15475.51,-3963.17,0
-13019.53,-83066.75,0,0,0,0,-7880.09,-29497.52,-8538.89,-5.01,-5.01,0,-5.01,-132597.59,-5.01,-5.01,-741648.16,-5.01,-13561.53,-31086.47,-5.01,-55319.35,-177093.66,-5.01,-5.01,-6190.94,0,-7065.6,-12543.17,-5.01,-8058.87,-5.01,-9165.85,-46722.93,0,-5.01,-456649.18,-244351.5,-157622.87,-5.01,-5.01,-78264.85,-105282.27,-145995.22,-5.01,-267340.6,-47753.93,-5.01,-200829.4,-8132.35,0,-1377.9,-5.01,-8383.48,-49798.18,0,-53441.91,-5.01,-26607.5,-654150.75,-5973.29,-29656.1,-5.01,-91995.11,-5.01,0,-5.01,-4434.47,0,-44960.65,-43226.28,-215933.18,-92644.99,-44048.54,-268634.5,-5.01,-160958.32,-5.01,-85553.13,0,-11349.29,-19.41,-122269.5,-131516.82,-745552.8,-296315.65,-298808.69,0,-64622.57,-96398.77,-45784.16,-48285.63,-30130.68,0,-558918.1,-312217.77,-101410.87,-52875.42,-25211.03,0,0,0,-22612.73,0,-11360.86,-5.01,0,-16020.02,0,-17945.04,0,0
-20901.63,-145248.32,-6133.43,-23766.38,-31401.07,-4227.82,-116966.59,-9521.04,-94746.79,-3312.76,-26086.96,-30308.34,-48741.94,-216882.02,-10414.2,-79706.59,-423769.28,-65763.06,-63571.14,-35311.1,-23957.37,-161883.1,-272642.06,-75907.62,-31424.21,-14884,-18645.45,-2952.76,-75796.08,-3713.4,-90853.41,-25568.09,-17895.07,-39230.81,-36100.49,-50606.76,-189591.3,-160634.18,-191997.71,-6.26,-136333.54,-109334.17,-143016.32,-246792.39,-13621.21,-244690.7,-25529.07,-1056.5,-174756.66,-23458.61,-33673.66,-40143.77,-39827.5,-30734.56,-106076.53,-38990.69,-45468.24,0,-50025.49,-390688.03,-11039.35,-94947.59,-19973.87,-158366.64,-4262.4,0,-6.26,-51075.08,-8885.53,-72963.65,-110682.46,-94761.37,-87459.67,-74441.61,-125433.96,-40019.48,-170814.56,0,-32822.31,-27881.44,-2289.95,-11762.98,-178538.82,-142980.62,-385033.49,-238477.29,-151679.31,-31212.07,-128673.67,-145124.89,-23700.63,-18636.35,-71115.13,0,-304747.47,-246384.67,-32597.29,-79680.52,-88637.77,-21616.54,0,0,-47327.79,0,-116548.82,-41168.12,-1632.94,-5117.17,0,-60597.2,0,0
-39818.89,-82630.26,-28558.29,-32329.7,-39877.77,-28864.08,-82615.11,-31269.22,-57014.83,-35388.8,-36889.71,-28768.03,-33554.38,-108658.28,-37958.3,-64403.86,-184917.65,-80161.52,-26762.36,-69775.84,-44728.55,-109632.13,-163883.13,-39596.43,-51617.17,-33773.1,-60524.22,-19573.29,-66315.33,-20800.11,-57084.85,-49199.17,-54526.14,-44081.91,-35246.81,-40385.71,-121158.98,-75098.11,-102586.56,-18423.16,-73145.22,-63765.32,-101322.87,-91911.56,-41798.13,-80168.62,-64483.04,-13434.33,-85674.74,-65666.78,-21739.66,-46241.11,-54497.33,-34813.94,-67982.06,-42046.49,-43231.09,-28452.69,-49976.61,-158047.93,-56071.31,-41753.81,-49621.7,-142208.08,-12718.94,-6941.55,-5066.65,-61146.99,-11845.82,-38683.14,-73304.32,-70226.93,-83673.95,-39291.51,-57183.05,-15371.49,-79028.28,-8649.72,-42967.95,-13879.13,-12868.84,-30177.63,-98421.09,-76908.41,-184538.05,-107517.75,-206563.83,-66653.25,-84461.17,-97158.59,-66798.82,-49226.92,-46660.01,-13153.87,-93329.78,-111139.66,-50217.22,-105647.54,-105689.54,-37124.68,-16677.88,-8346.58,-29640.13,-6941.55,-56840.32,-40102.1,-11089.95,-28040.55,-26556.66,-53389.58,-18305.98,-10585.26
-2401.21,-24635.28,-2702.87,-2192.41,-5012.65,-2181.02,-11513.48,-2181.02,-8655.16,-4215.46,-4465.32,0,-2227.61,-58149.57,-6748.51,-38857.05,-100692.95,-22935.38,-32638.68,-31855.89,-2181.02,-21509.19,-57498.27,-9641.35,-19852.65,-10200.15,-41605.13,-2237.95,-16010.86,-2181.02,-21762.35,-15168.48,-12613.99,-16834.95,-3601.19,-16834.6,-49342.14,-73013.81,-70609.57,-3060.32,-18236.71,-36084.46,-59971.66,-25338.17,-15783.49,-26605.63,-17810.04,-2174.76,-25721.13,-4194.05,-9988.81,-8122.41,-9972.44,-2359.34,-7106.47,-2632.12,-21937.77,-3359.68,-31494.33,-76265.23,-16925.29,-25892.25,-6155.67,-25351.99,-2181.02,-2174.76,-2174.76,-5372.29,-2303.14,-3113.34,-22427.49,-15963.69,-28536.19,-20476.12,-23171.29,-2181.02,-12015,-2181.02,-6351.78,-2174.76,-2174.76,-2174.76,-13328.19,-14084.89,-85890.46,-36695.05,-47018.41,-9271.31,-10492.52,-32910.81,-14489.83,-21843.55,-18528.15,-2862.24,-34135.54,-20081.27,-2181.02,-8780.23,-26275.84,-13666.67,-2174.76,-3378.72,-6272.42,-960,-9808.41,-10298.25,-2174.76,-2181.02,-3008.84,-5949.17,-2181.02,-2174.76
0,-1981.44,0,-435.83,-1723.33,0,-1330.78,-5.15,-76.48,0,-5.15,0,-5.15,-6617.45,-5.15,-3340.92,-49756.22,-11428.11,-1990.28,-368.23,-5.15,-1578.78,-12902.57,-5.15,-7596.28,-4072.52,-13558.69,-104.23,-11917.65,-29.23,-2467.5,-123.83,-1621.17,-16545.52,-755.27,-13472.23,-12063.15,-51687.49,-58758.6,-5.15,-11112.45,-1788.87,-2398.35,-3282.57,-1594.18,-28981.92,-27905.54,0,-502.92,-15020.95,-3322.15,-1450.85,-2337.48,-5.15,0,0,-13653.66,-1633.71,-5.15,-22694.79,-6830.19,-7606.95,-5.15,-12443.67,-2754.01,0,0,-5.15,0,-5.15,-5.15,-19219.79,-8206.97,-7057.35,-12648.29,-5.15,-906.3,0,-5.15,0,0,0,-5.15,-11625.11,-40403.89,-20444.8,-10393.31,-6887,-5.15,-2859.69,-5.15,-4700.34,-5.15,0,-18627.39,-10517.88,-5.15,-5.15,-11040.92,0,0,0,-8206.95,0,-5.15,-5.15,0,0,0,-2199.86,0,0
0,-299.93,0,-915.83,-2726.15,0,-1884.63,-5.1,-637.43,0,-5.1,0,-3644.35,-14004.94,-5.1,-6112.86,-33088.43,-3784.23,-813.03,-538.43,-5.1,-12328.86,-3482.33,-5.1,-193.43,-932.93,-3242.55,-268.43,-5.1,-5.1,-1158.68,-22.58,-870.98,-2368.96,-609.6,-5.1,-1154.18,-5977.55,-15969.72,-5.1,-697.91,-1094.93,-2589.87,-5.1,-693.68,-4814.8,-2110.14,0,-1286.94,-178.58,0,0,-5.1,-5.1,0,0,-5.1,-5.1,-1384.95,-7694.16,-8794.62,-709.63,-5.1,-3568.33,-5.1,0,0,-5.1,0,-5.1,-10255.33,-5.1,-7600.33,-5.1,-5.1,-5.1,-175.89,0,-5.1,0,0,0,-5.1,-5.1,-16433.58,-6479.35,4962.9,0,-5.1,-5.1,-5.1,-5.1,-5.1,0,-6302.33,-3295.32,-5.1,-5.1,-5.1,0,-214.6,-3797.11,-780.68,0,-5.1,-2894.96,0,-103.3,-588.83,-12080.35,0,-2829.85
-2064.18,-352.43,-1787.6,0,0,0,-10277.16,-5.1,-4774.33,0,-11965.3,-231.83,-16504.23,-16120.54,-14707.58,-3422.34,-21279.89,-15060.43,-14586.09,-220.43,0,-17468.18,-14053.38,-5.1,-1946.84,-4070.84,-12436.07,-875.93,-630.33,-5.1,-11459.41,-4744.05,-358.58,-2837.65,-1020.23,-5836.84,-7226.09,-9495.32,-20708.39,-5.1,-8601.68,-1393.9,-9094.7,-865.43,-895.19,-17517.68,-597.16,0,-5783.42,-1254.17,0,0,-5.1,-174.68,-139.58,0,-2669.77,0,-3151.33,-12365.75,-4750.93,-1647.01,-2639.52,-124.43,0,0,0,-5.1,0,-945.91,-6702.91,-7298.62,-188.18,-6111.66,-143.18,-5.1,-5.1,0,-5.1,0,0,0,-5.1,-786.68,-28767.83,-5309.41,-4520.91,0,-1748.33,-5.1,-5.1,-2539.33,-5.1,0,-14069.88,-2916.6,-5.1,-2023.66,-46.43,-360.08,-3407.39,-14979.58,-5448.43,-853.23,-8407.49,-2312.33,-292.58,-17299.71,-13386.26,-12691.33,0,0
-2567.69,-513.12,-51.27,-391.02,0,-2227.81,-13489.94,-7778.91,-3982.91,0,-4212.33,-4809.93,-15434.28,-16439.67,-9645.21,-7467.7,-19891.12,-14579.2,-17295.75,-9949.91,0,-17953.02,-14939,-5.1,-6505.18,-16178.84,-14536.69,-5472.18,-14231.96,-1203.18,-13129.93,-13925.33,-23080.04,-349.77,0,-6904.91,-26487.26,-25341.73,-12961.38,-12182.91,-12629.85,-14951.97,-15776.89,-2058.43,-7941.87,-25862.61,-630.91,-1459.81,-11469.11,-11804.44,0,-82.02,-148.62,-243.87,-468.27,0,-123.87,-363.27,-13023.1,-15104.54,-13543.61,-5.1,-8282.53,-3522.91,0,0,0,-5.1,0,-5.1,-9046.07,-14724.68,-13811.2,-13702.46,-12011.81,-5.1,-5.1,0,-5.1,0,0,0,-5.1,-19554.29,-28013.86,-12493.91,-5.1,0,-11347.91,-5.1,-5.1,-861.98,-5.1,0,-24863.82,-5.1,-5.1,-96.87,-5.1,-17183.49,-15391.1,-1859.21,-5.1,-4649.96,-6479.91,-166.62,-611.52,0,-1545.6,-170.54,-15158.86,-1377.38
-13489.94,-7995.91,-3973.81,-4453.81,-4817.81,0,-13489.94,-13489.94,-12151.91,0,-13484.84,0,-13484.84,-14769.8,-15885.36,-14944.81,-21311.59,-14243.09,-15353.84,-13489.94,-13484.83,-13879.61,-14457.71,-2898.91,-9541.58,-15432.59,-15678.89,-10431.91,-13489.94,-1432.91,-14157.71,-13484.84,-23473.07,-8660.81,-14269.4,-13489.94,-27366.68,-25493.99,-13878.26,-4512.91,-13489.94,-14283.87,-14938.61,-5.1,-10031.91,-17221.23,-13630.45,-13484.84,-14554.37,-11940.83,-13484.84,-10829.81,-2828.93,0,-3764.81,-355.58,-4589.91,0,-13485.57,-28319.38,-13489.94,-5.1,-13484.85,-13489.95,-10374.81,0,0,-5.1,0,-13152.81,-15957.37,-13489.95,-13489.95,-13489.95,-13489.94,-13489.94,-7699.91,0,-5.1,0,0,-3418.81,-13489.94,-23699.34,-28328.9,-14035.62,-13489.94,-9837.81,-5.1,-5.1,-5.1,-9316.41,-5003.91,-844.81,-24762.64,-5.1,-5.1,-1599.91,-5.1,-14426.49,-11055.81,-10801.07,-13658.53,-2989.81,-13489.94,-14365.73,-13088.33,-9320.81,-14026.45,-6759.91,-13489.94,0
0,-5.08,0,0,0,0,-5.08,-5.08,-5.08,0,0,0,-13334.49,-5252.89,-83.49,-2532.92,-20634.65,-19041.08,-5.08,-5.08,0,-10589.89,-6799.89,-5.08,-5.08,-10297.89,-11419.81,-5.08,-5.08,0,-5.08,-1605.81,-13201,0,0,-13005.03,-16327.82,-14331.35,-9266.84,-5.08,-9815.73,-5.08,-13906.32,-5.08,-1444.77,-15088.22,-9767.25,0,-1795.48,-5462.06,-7118.81,-3086.1,-5.08,0,0,0,-5.08,-855.92,-9356.8,-1900.27,-5.08,-5.08,-13489.92,-5.08,0,0,0,-5.08,0,0,-5.08,-13489.92,-13007.89,-5787.89,-1233.89,-5.08,-5.08,0,0,0,0,0,-2876.89,-12647.38,-28007.13,-5.08,-5.08,0,-5.08,-5.08,-5.08,-5.08,-5.08,0,-25167.26,-5.08,-5.08,-5.08,-5.08,0,0,-5.08,-5.08,0,-5.08,-5.08,0,0,-4073.89,-5.08,-3206.81,0
-3605.19,-12195.73,-3262.38,-3167.71,-7510.83,-4035.4,-4192.36,-486.47,-4413.44,-4299.66,-4221.11,-6313.34,-25489.65,-2990.7,-26982.91,-22430.84,-52321.91,-3116.07,-3116.59,-2436.17,-6067.29,-8041.21,-24350.8,-4513.98,-4006.65,-11762.1,-13618.08,-6139.45,-20748.41,-5770.25,-2803.95,-10232.99,-47721.61,0,-10027.93,-10439.41,-46307.45,-36621.78,-17735.21,-4633.48,-29609.34,-10282.38,-53370.42,-5766.47,-11449.94,-37657.96,-8951.12,-7486.91,-21801.17,-33092.06,-3855.93,-11280.39,-7588.2,-8109.58,-6260.28,-21360.7,-16426.37,-13621.82,-58728.72,-18216.36,-5673.88,-6626.88,-6753.54,-12048.79,-7098.09,-553.72,-8413.67,-4441.67,-4949.9,-7269.46,-6980.61,-41464.3,-14982.88,-5920.97,-46562.25,-7573.64,-21634.75,-10502.86,-5259.42,-8225.07,-9291.99,-7288.19,-9455,-34344.17,-53166.89,-7195.45,-12066.95,-6142.72,-5906.93,-11739.9,-8421.56,-8023.09,-8120.37,-5430.05,-59905.55,-7744.78,-9090.01,-8855.4,-4615.8,-6514.66,-6608.29,-7448.93,-7624.24,0,-6783.98,-10707.97,-1368.87,-3812.75,-4021.87,-5425.88,-5790.02,-8495.57
-3981.29,-5.01,0,0,0,-5.01,-3008.58,-5.01,-5.01,0,0,-22554.02,-42158.53,-5.01,-57811.09,-147316.57,-163501.98,-5.01,-5.01,-5.01,-4048.98,-46723.7,-5.01,-3167.76,-13051.51,0,-13741.52,-17150.83,-5.01,-4883.37,-5.01,-27745.15,-74382.35,0,-78266.5,-30388.15,-115473.36,-87433.34,-76706.54,0,-60082.21,-79740.76,-115679.34,-5908.68,-20770.38,-49407.44,-12606.22,-10731.95,-23330.85,-44601.43,0,-12372.39,-14717.18,-17667.82,0,-9697.8,-26966.99,-16443.72,-436691.87,-75601.71,-8648.56,-5945.62,-106516.83,-11086.73,-3826.52,0,0,-7647.37,-8008.91,-16696.89,-69848.36,-207637.03,-70337.72,-38592.39,-5552.87,-13272.99,-46296.56,-6451.25,0,-10157.84,-10346.49,-10068.18,-10302.74,-379562.11,-115020.3,-59484.51,-3446.07,0,-14147.65,-38726.91,-4538.48,-85182.32,-12669.74,-71333.41,-119566.24,-31097.07,-50373.12,-38309.2,0,-12945.36,-4923.43,-32453.84,-1708.28,0,-24021.92,-7628.46,-5.01,0,-15491.54,-3974.26,0,-16432.27
-84166.63,0,0,0,0,-7970.99,-29503.88,-8641.34,-5.01,-5.01,0,-5.01,-133688.77,-5.01,-5.01,-744894.54,-5.01,-13561.53,-31309.99,-5.01,-55654.35,-177425.88,-5.01,-5.01,-6202.03,0,-7140.63,-12554.25,-5.01,-8069.96,-5.01,-9176.94,-46752.23,0,-5.01,-459774.62,-250391.14,-157834.31,-5.01,-5.01,-78369.3,-105394.01,-146324.98,-5.01,-270529.58,-49577.95,-5.01,-203413.1,-8156.75,0,-1377.9,-5.01,-8394.56,-49814.67,0,-53458.4,-5.01,-26836.09,-657460.23,-7750.67,-28347.57,-5.01,-93064.27,-5.01,0,-5.01,-4547.21,0,-45201.08,-43312.27,-217012.26,-92952.17,-44059.62,-269731.08,-5.01,-161311.43,-5.01,-85578.62,0,-11568.52,-30.5,-122369.78,-131850.65,-748770.55,-296846.83,-302052.32,0,-64719.13,-97487.12,-45874.7,-48296.71,-30141.76,0,-562117.55,-315828.94,-101425.35,-52886.5,-25222.11,0,0,0,-22618.13,0,-11371.95,-5.01,0,-16247.65,0,-18053.78,0,0,-13024.94
-145476.91,-6174.53,-23807.66,-31459.38,-4233.15,-117102.11,-9536.94,-94882.02,-3312.76,-26145.3,-30420.97,-48789.74,-218424.38,-10466.36,-79841.12,-425359.95,-65896.45,-63635.67,-35533.08,-24015.13,-162481.19,-273828.38,-76124.63,-31471.16,-14900.91,-18691.88,-2952.76,-76029.24,-3729.29,-91081.83,-25696.55,-17916.63,-39265.84,-36147.22,-50670.68,-190967.46,-171177.15,-193504.45,-6.26,-136928.28,-109570.36,-143149.77,-248251.4,-13678.68,-246143.14,-26441.58,-1056.5,-176201.05,-25160.28,-33730.63,-40201.47,-39951.21,-30751.05,-106604.86,-39043.11,-45531.15,0,-50088.38,-392602.56,-11234.65,-94083.17,-20031.11,-159018.49,-4273.48,0,-6.26,-51204.06,-8896.61,-73120.35,-110815.74,-95295.79,-87607.84,-74580.09,-125561.49,-40143.15,-171409.44,0,-32844,-27933.68,-2301.03,-11774.06,-179069.95,-143564.9,-386619.09,-240056.93,-153254.74,-31264.36,-129269.1,-146694.43,-23752.91,-18652.83,-71627.42,0,-306187.67,-248163.8,-32658.46,-79813.57,-88766.67,-21633.16,0,0,-47385.59,0,-116779.22,-41433.64,-1644.02,-5128.26,0,-60735.66,0,0,-20948.1
-82821.08,-28584.7,-32356.16,-39909.38,-28895.67,-82916.63,-31299.51,-57052.14,-35420.3,-36992.25,-28799.22,-33585.7,-108791.18,-37989.89,-64537.26,-185709.54,-80207.45,-26792.51,-70019.86,-44760.03,-110421.88,-164676.16,-39622.9,-51719.9,-33804.61,-60879.53,-19603.54,-66351.94,-20805.21,-57187.68,-49242.01,-55100.59,-44181.25,-35277.86,-40417.21,-121946.72,-75503.74,-103198.03,-18454.17,-73385.17,-63998.47,-101783.28,-92355.8,-41900.71,-80599.17,-65285.95,-13438.75,-86459.96,-65896.51,-21781.86,-46522.51,-54540.06,-34856.49,-68282.75,-42094.01,-43273.59,-28494.63,-50168.81,-159078.33,-56244.68,-40969.68,-49735.52,-142446.4,-12723.23,-6941.55,-5097.67,-61178.21,-11861.2,-38714.45,-73531.77,-70276.87,-83905.83,-39341.73,-57468.88,-15386.69,-79730.14,-8679.96,-43275.65,-13909.49,-12895.01,-30208.62,-98700.38,-77138.05,-185269.48,-108308.88,-207542.79,-66939.03,-84679.85,-97391.11,-66848.66,-49324.02,-46940.41,-13180.07,-93561.72,-111959.24,-50261.48,-105875.57,-105922.47,-37348.98,-16704.14,-8372.71,-29671.84,-6941.55,-57054.48,-40128.57,-11116.12,-28248.88,-26583.02,-53609.28,-18332.24,-10611.43,-39850.66
-24770.07,-2711.68,-2201.2,-5204.76,-2181.02,-11714.43,-2181.02,-8788.79,-4281.97,-4531.83,0,-2236.4,-58354.82,-6949.97,-39060.88,-101187.9,-23135.55,-32889.86,-31993.32,-2181.02,-21711.06,-57702.5,-9784.28,-20284.39,-10400.54,-42035.95,-2239.94,-16233.58,-2181.02,-22204.68,-15367.81,-12824.71,-17057.06,-3676.49,-17281.91,-49785.77,-73768.76,-71164.11,-3126.83,-18669.34,-36543.87,-60424.6,-25419.84,-15981.91,-26789.4,-18454.97,-2174.76,-26152.3,-4322.19,-10200.18,-8197.92,-10165.37,-2361.5,-7177.79,-2632.12,-22303.21,-3494.52,-31700.39,-76800.35,-17022.85,-25427.75,-6356.81,-25559.07,-2181.02,-2174.76,-2174.76,-5383.53,-2313,-3132.45,-22577.42,-16253.52,-28552.27,-20480.45,-23186.59,-2181.02,-12363.62,-2181.02,-6360.73,-2174.76,-2174.76,-2174.76,-13339.16,-14116.27,-86343,-36894.93,-47177.61,-9409.99,-10717.95,-33199.08,-14510.69,-21854.54,-18662.21,-2871.06,-34438.96,-20185.76,-2181.02,-8791.04,-26431.7,-13849.87,-2174.76,-3387.56,-6281.37,-960,-9817.54,-10432.18,-2174.76,-2181.02,-3017.66,-6073.62,-2181.02,-2174.76,-2410.01
-2126.46,0,-454.77,-1862.06,0,-1349.89,-5.15,-95.42,0,-5.15,0,-5.15,-6802.47,-5.15,-3550.98,-50135.13,-11637.39,-2134.4,-387.17,-5.15,-1761.16,-12906.9,-5.15,-7905.43,-4281.44,-13848.47,-123.17,-11940.92,-48.17,-2552.31,-142.77,-1640.28,-16566.04,-946.53,-13827.67,-12086.42,-52473.21,-59189.32,-5.15,-11489.15,-1807.98,-2755.4,-3286.9,-1660.05,-29360.49,-28794.01,0,-526.98,-15048.72,-3355.01,-1469.95,-2356.58,-5.15,0,0,-13657.99,-1652.82,-5.15,-23039.18,-7260.22,-7096.8,-5.15,-12448,-2773.11,0,0,-5.15,0,-5.15,-5.15,-19515.99,-8211.3,-7302.76,-12652.62,-5.15,-1031.42,0,-5.15,0,0,0,-5.15,-11773.3,-40712.66,-20526.05,-10397.64,-6891.33,-5.15,-2868.35,-5.15,-4736.4,-5.15,0,-18923.63,-10666.14,-5.15,-5.15,-11045.25,0,0,0,-8391.97,0,-5.15,-5.15,0,0,0,-2218.97,0,0,0
