,InitStorage_Powell,Inflow_Powell,Release_Powell,InitStorage_Mead,Release_Mead,YearsToEmpty
64106,10,6,10,10,11,5
64107,10,7,10,10,11,6
64108,10,8,10,10,11,7
64109,10,9,10,10,11,11
64110,10,10,10,10,11,14
64111,10,11,10,10,11,14
64112,10,12,10,10,11,40
64113,10,13,10,10,11,40
64114,10,14,10,10,11,40
64115,10,15,10,10,11,40
64116,10,3,11,10,3,40
64117,10,4,11,10,3,40
64118,10,5,11,10,3,40
64119,10,6,11,10,3,40
64120,10,7,11,10,3,40
64121,10,8,11,10,3,40
64122,10,9,11,10,3,40
64123,10,10,11,10,3,40
64124,10,11,11,10,3,40
64125,10,12,11,10,3,40
64126,10,13,11,10,3,40
64127,10,14,11,10,3,40
64128,10,15,11,10,3,40
64129,10,3,11,10,4,23
64130,10,4,11,10,4,40
64131,10,5,11,10,4,40
64132,10,6,11,10,4,40
64133,10,7,11,10,4,40
64134,10,8,11,10,4,40
64135,10,9,11,10,4,40
64136,10,10,11,10,4,40
64137,10,11,11,10,4,40
64138,10,12,11,10,4,40
64139,10,13,11,10,4,40
64140,10,14,11,10,4,40
64141,10,15,11,10,4,40
64142,10,3,11,10,5,11
64143,10,4,11,10,5,23
64144,10,5,11,10,5,40
64145,10,6,11,10,5,40
64146,10,7,11,10,5,40
64147,10,8,11,10,5,40
64148,10,9,11,10,5,40
64149,10,10,11,10,5,40
64150,10,11,11,10,5,40
64151,10,12,11,10,5,40
64152,10,13,11,10,5,40
64153,10,14,11,10,5,40
64154,10,15,11,10,5,40
64155,10,3,11,10,6,7
64156,10,4,11,10,6,11
64157,10,5,11,10,6,22
64158,10,6,11,10,6,40
64159,10,7,11,10,6,40
64160,10,8,11,10,6,40
64161,10,9,11,10,6,40
64162,10,10,11,10,6,40
64163,10,11,11,10,6,40
64164,10,12,11,10,6,40
64165,10,13,11,10,6,40
64166,10,14,11,10,6,40
64167,10,15,11,10,6,40
64168,10,3,11,10,7,6
64169,10,4,11,10,7,7
64170,10,5,11,10,7,11
64171,10,6,11,10,7,22
64172,10,7,11,10,7,40
64173,10,8,11,10,7,40
64174,10,9,11,10,7,40
64175,10,10,11,10,7,40
64176,10,11,11,10,7,40
64177,10,12,11,10,7,40
64178,10,13,11,10,7,40
64179,10,14,11,10,7,40
64180,10,15,11,10,7,40
64181,10,3,11,10,8,5
64182,10,4,11,10,8,6
64183,10,5,11,10,8,7
64184,10,6,11,10,8,11
64185,10,7,11,10,8,22
64186,10,8,11,10,8,40
64187,10,9,11,10,8,40
64188,10,10,11,10,8,40
64189,10,11,11,10,8,40
64190,10,12,11,10,8,40
64191,10,13,11,10,8,40
64192,10,14,11,10,8,40
64193,10,15,11,10,8,40
64194,10,3,11,10,9,4
64195,10,4,11,10,9,5
64196,10,5,11,10,9,6
64197,10,6,11,10,9,7
64198,10,7,11,10,9,11
64199,10,8,11,10,9,22
64200,10,9,11,10,9,40
64201,10,10,11,10,9,40
64202,10,11,11,10,9,40
64203,10,12,11,10,9,40
64204,10,13,11,10,9,40
64205,10,14,11,10,9,40
64206,10,15,11,10,9,40
64207,10,3,11,10,10,3
64208,10,4,11,10,10,4
64209,10,5,11,10,10,5
64210,10,6,11,10,10,6
64211,10,7,11,10,10,7
64212,10,8,11,10,10,11
64213,10,9,11,10,10,22
64214,10,10,11,10,10,40
64215,10,11,11,10,10,40
64216,10,12,11,10,10,40
64217,10,13,11,10,10,40
64218,10,14,11,10,10,40
64219,10,15,11,10,10,40
64220,10,3,11,10,11,3
64221,10,4,11,10,11,3
64222,10,5,11,10,11,4
64223,10,6,11,10,11,5
64224,10,7,11,10,11,6
64225,10,8,11,10,11,7
64226,10,9,11,10,11,11
64227,10,10,11,10,11,22
64228,10,11,11,10,11,40
64229,10,12,11,10,11,40
64230,10,13,11,10,11,40
64231,10,14,11,10,11,40
64232,10,15,11,10,11,40
