,InitStorage(Powell&Mead),Inflow_Powell,Release_Mead,YearsToEmpty
2276,16,14,7,40
2277,16,14,7.5,40
2278,16,14,8,40
2279,16,14,8.5,40
2280,16,14,9,40
2281,16,14,9.5,40
2282,16,14,10,40
2283,16,14,10.5,40
2284,16,14,11,40
2285,16,14,11.5,40
2286,16,14.5,3,40
2287,16,14.5,3.5,40
2288,16,14.5,4,40
2289,16,14.5,4.5,40
2290,16,14.5,5,40
2291,16,14.5,5.5,40
2292,16,14.5,6,40
2293,16,14.5,6.5,40
2294,16,14.5,7,40
2295,16,14.5,7.5,40
2296,16,14.5,8,40
2297,16,14.5,8.5,40
2298,16,14.5,9,40
2299,16,14.5,9.5,40
2300,16,14.5,10,40
2301,16,14.5,10.5,40
2302,16,14.5,11,40
2303,16,14.5,11.5,40
2304,16,15,3,40
2305,16,15,3.5,40
2306,16,15,4,40
2307,16,15,4.5,40
2308,16,15,5,40
2309,16,15,5.5,40
2310,16,15,6,40
2311,16,15,6.5,40
2312,16,15,7,40
2313,16,15,7.5,40
2314,16,15,8,40
2315,16,15,8.5,40
2316,16,15,9,40
2317,16,15,9.5,40
2318,16,15,10,40
2319,16,15,10.5,40
2320,16,15,11,40
2321,16,15,11.5,40
2322,16,15.5,3,40
2323,16,15.5,3.5,40
2324,16,15.5,4,40
2325,16,15.5,4.5,40
2326,16,15.5,5,40
2327,16,15.5,5.5,40
2328,16,15.5,6,40
2329,16,15.5,6.5,40
2330,16,15.5,7,40
2331,16,15.5,7.5,40
2332,16,15.5,8,40
2333,16,15.5,8.5,40
2334,16,15.5,9,40
2335,16,15.5,9.5,40
2336,16,15.5,10,40
2337,16,15.5,10.5,40
2338,16,15.5,11,40
2339,16,15.5,11.5,40
2340,17,3,3,40
2341,17,3,3.5,40
2342,17,3,4,33
2343,17,3,4.5,18
2344,17,3,5,12
2345,17,3,5.5,9
2346,17,3,6,8
2347,17,3,6.5,6
2348,17,3,7,6
2349,17,3,7.5,5
2350,17,3,8,4
2351,17,3,8.5,4
2352,17,3,9,4
2353,17,3,9.5,3
2354,17,3,10,3
2355,17,3,10.5,3
2356,17,3,11,3
2357,17,3,11.5,3
2358,17,3.5,3,40
2359,17,3.5,3.5,40
2360,17,3.5,4,40
2361,17,3.5,4.5,33
2362,17,3.5,5,18
2363,17,3.5,5.5,12
2364,17,3.5,6,9
2365,17,3.5,6.5,8
2366,17,3.5,7,6
2367,17,3.5,7.5,6
2368,17,3.5,8,5
2369,17,3.5,8.5,4
2370,17,3.5,9,4
2371,17,3.5,9.5,4
2372,17,3.5,10,3
2373,17,3.5,10.5,3
2374,17,3.5,11,3
2375,17,3.5,11.5,3
2376,17,4,3,40
2377,17,4,3.5,40
2378,17,4,4,40
2379,17,4,4.5,40
2380,17,4,5,33
2381,17,4,5.5,18
2382,17,4,6,12
2383,17,4,6.5,9
2384,17,4,7,8
2385,17,4,7.5,6
2386,17,4,8,6
2387,17,4,8.5,5
2388,17,4,9,4
2389,17,4,9.5,4
2390,17,4,10,4
2391,17,4,10.5,3
2392,17,4,11,3
2393,17,4,11.5,3
2394,17,4.5,3,40
2395,17,4.5,3.5,40
2396,17,4.5,4,40
2397,17,4.5,4.5,40
2398,17,4.5,5,40
2399,17,4.5,5.5,33
2400,17,4.5,6,18
2401,17,4.5,6.5,12
2402,17,4.5,7,9
2403,17,4.5,7.5,8
2404,17,4.5,8,6
2405,17,4.5,8.5,6
2406,17,4.5,9,5
2407,17,4.5,9.5,4
2408,17,4.5,10,4
2409,17,4.5,10.5,4
2410,17,4.5,11,3
2411,17,4.5,11.5,3
2412,17,5,3,40
2413,17,5,3.5,40
2414,17,5,4,40
2415,17,5,4.5,40
2416,17,5,5,40
2417,17,5,5.5,40
2418,17,5,6,33
2419,17,5,6.5,18
2420,17,5,7,12
2421,17,5,7.5,9
2422,17,5,8,8
2423,17,5,8.5,6
2424,17,5,9,6
2425,17,5,9.5,5
2426,17,5,10,4
2427,17,5,10.5,4
2428,17,5,11,4
2429,17,5,11.5,3
2430,17,5.5,3,40
2431,17,5.5,3.5,40
2432,17,5.5,4,40
2433,17,5.5,4.5,40
2434,17,5.5,5,40
2435,17,5.5,5.5,40
2436,17,5.5,6,40
2437,17,5.5,6.5,33
2438,17,5.5,7,18
2439,17,5.5,7.5,12
2440,17,5.5,8,9
2441,17,5.5,8.5,8
2442,17,5.5,9,6
2443,17,5.5,9.5,6
2444,17,5.5,10,5
2445,17,5.5,10.5,4
2446,17,5.5,11,4
2447,17,5.5,11.5,4
2448,17,6,3,40
2449,17,6,3.5,40
2450,17,6,4,40
2451,17,6,4.5,40
2452,17,6,5,40
2453,17,6,5.5,40
2454,17,6,6,40
2455,17,6,6.5,40
2456,17,6,7,33
2457,17,6,7.5,18
2458,17,6,8,12
2459,17,6,8.5,9
2460,17,6,9,8
2461,17,6,9.5,6
2462,17,6,10,6
2463,17,6,10.5,5
2464,17,6,11,4
2465,17,6,11.5,4
2466,17,6.5,3,40
2467,17,6.5,3.5,40
2468,17,6.5,4,40
2469,17,6.5,4.5,40
2470,17,6.5,5,40
2471,17,6.5,5.5,40
2472,17,6.5,6,40
2473,17,6.5,6.5,40
2474,17,6.5,7,40
2475,17,6.5,7.5,33
2476,17,6.5,8,18
2477,17,6.5,8.5,12
2478,17,6.5,9,9
2479,17,6.5,9.5,8
2480,17,6.5,10,6
2481,17,6.5,10.5,6
2482,17,6.5,11,5
2483,17,6.5,11.5,4
2484,17,7,3,40
2485,17,7,3.5,40
2486,17,7,4,40
2487,17,7,4.5,40
2488,17,7,5,40
2489,17,7,5.5,40
2490,17,7,6,40
2491,17,7,6.5,40
2492,17,7,7,40
2493,17,7,7.5,40
2494,17,7,8,33
2495,17,7,8.5,18
2496,17,7,9,12
2497,17,7,9.5,9
2498,17,7,10,8
2499,17,7,10.5,6
2500,17,7,11,6
2501,17,7,11.5,5
2502,17,7.5,3,40
2503,17,7.5,3.5,40
2504,17,7.5,4,40
2505,17,7.5,4.5,40
2506,17,7.5,5,40
2507,17,7.5,5.5,40
2508,17,7.5,6,40
2509,17,7.5,6.5,40
2510,17,7.5,7,40
2511,17,7.5,7.5,40
2512,17,7.5,8,40
2513,17,7.5,8.5,33
2514,17,7.5,9,18
2515,17,7.5,9.5,12
2516,17,7.5,10,9
2517,17,7.5,10.5,8
2518,17,7.5,11,6
2519,17,7.5,11.5,6
2520,17,8,3,40
2521,17,8,3.5,40
2522,17,8,4,40
2523,17,8,4.5,40
2524,17,8,5,40
2525,17,8,5.5,40
2526,17,8,6,40
2527,17,8,6.5,40
2528,17,8,7,40
2529,17,8,7.5,40
2530,17,8,8,40
2531,17,8,8.5,40
2532,17,8,9,33
2533,17,8,9.5,18
2534,17,8,10,12
2535,17,8,10.5,9
2536,17,8,11,8
2537,17,8,11.5,6
2538,17,8.5,3,40
2539,17,8.5,3.5,40
2540,17,8.5,4,40
2541,17,8.5,4.5,40
2542,17,8.5,5,40
2543,17,8.5,5.5,40
2544,17,8.5,6,40
2545,17,8.5,6.5,40
2546,17,8.5,7,40
2547,17,8.5,7.5,40
2548,17,8.5,8,40
2549,17,8.5,8.5,40
2550,17,8.5,9,40
2551,17,8.5,9.5,33
2552,17,8.5,10,18
2553,17,8.5,10.5,12
2554,17,8.5,11,9
2555,17,8.5,11.5,8
2556,17,9,3,40
2557,17,9,3.5,40
2558,17,9,4,40
2559,17,9,4.5,40
2560,17,9,5,40
2561,17,9,5.5,40
2562,17,9,6,40
2563,17,9,6.5,40
2564,17,9,7,40
2565,17,9,7.5,40
2566,17,9,8,40
2567,17,9,8.5,40
2568,17,9,9,40
2569,17,9,9.5,40
2570,17,9,10,33
2571,17,9,10.5,18
2572,17,9,11,12
2573,17,9,11.5,9
2574,17,9.5,3,40
2575,17,9.5,3.5,40
2576,17,9.5,4,40
2577,17,9.5,4.5,40
2578,17,9.5,5,40
2579,17,9.5,5.5,40
2580,17,9.5,6,40
2581,17,9.5,6.5,40
2582,17,9.5,7,40
2583,17,9.5,7.5,40
2584,17,9.5,8,40
2585,17,9.5,8.5,40
2586,17,9.5,9,40
2587,17,9.5,9.5,40
2588,17,9.5,10,40
2589,17,9.5,10.5,33
2590,17,9.5,11,18
2591,17,9.5,11.5,12
2592,17,10,3,40
2593,17,10,3.5,40
2594,17,10,4,40
2595,17,10,4.5,40
2596,17,10,5,40
2597,17,10,5.5,40
2598,17,10,6,40
2599,17,10,6.5,40
2600,17,10,7,40
2601,17,10,7.5,40
2602,17,10,8,40
2603,17,10,8.5,40
2604,17,10,9,40
2605,17,10,9.5,40
2606,17,10,10,40
2607,17,10,10.5,40
2608,17,10,11,33
2609,17,10,11.5,18
2610,17,10.5,3,40
2611,17,10.5,3.5,40
2612,17,10.5,4,40
2613,17,10.5,4.5,40
2614,17,10.5,5,40
2615,17,10.5,5.5,40
2616,17,10.5,6,40
2617,17,10.5,6.5,40
2618,17,10.5,7,40
2619,17,10.5,7.5,40
2620,17,10.5,8,40
2621,17,10.5,8.5,40
2622,17,10.5,9,40
2623,17,10.5,9.5,40
2624,17,10.5,10,40
2625,17,10.5,10.5,40
2626,17,10.5,11,40
2627,17,10.5,11.5,33
2628,17,11,3,40
2629,17,11,3.5,40
2630,17,11,4,40
2631,17,11,4.5,40
2632,17,11,5,40
2633,17,11,5.5,40
2634,17,11,6,40
2635,17,11,6.5,40
2636,17,11,7,40
2637,17,11,7.5,40
2638,17,11,8,40
2639,17,11,8.5,40
2640,17,11,9,40
2641,17,11,9.5,40
2642,17,11,10,40
2643,17,11,10.5,40
2644,17,11,11,40
2645,17,11,11.5,40
2646,17,11.5,3,40
2647,17,11.5,3.5,40
2648,17,11.5,4,40
2649,17,11.5,4.5,40
2650,17,11.5,5,40
2651,17,11.5,5.5,40
2652,17,11.5,6,40
2653,17,11.5,6.5,40
2654,17,11.5,7,40
2655,17,11.5,7.5,40
2656,17,11.5,8,40
2657,17,11.5,8.5,40
2658,17,11.5,9,40
2659,17,11.5,9.5,40
2660,17,11.5,10,40
2661,17,11.5,10.5,40
2662,17,11.5,11,40
2663,17,11.5,11.5,40
2664,17,12,3,40
2665,17,12,3.5,40
2666,17,12,4,40
2667,17,12,4.5,40
2668,17,12,5,40
2669,17,12,5.5,40
2670,17,12,6,40
2671,17,12,6.5,40
2672,17,12,7,40
2673,17,12,7.5,40
2674,17,12,8,40
2675,17,12,8.5,40
2676,17,12,9,40
2677,17,12,9.5,40
2678,17,12,10,40
2679,17,12,10.5,40
2680,17,12,11,40
2681,17,12,11.5,40
2682,17,12.5,3,40
2683,17,12.5,3.5,40
2684,17,12.5,4,40
2685,17,12.5,4.5,40
2686,17,12.5,5,40
2687,17,12.5,5.5,40
2688,17,12.5,6,40
2689,17,12.5,6.5,40
2690,17,12.5,7,40
2691,17,12.5,7.5,40
2692,17,12.5,8,40
2693,17,12.5,8.5,40
2694,17,12.5,9,40
2695,17,12.5,9.5,40
2696,17,12.5,10,40
2697,17,12.5,10.5,40
2698,17,12.5,11,40
2699,17,12.5,11.5,40
2700,17,13,3,40
2701,17,13,3.5,40
2702,17,13,4,40
2703,17,13,4.5,40
2704,17,13,5,40
2705,17,13,5.5,40
2706,17,13,6,40
2707,17,13,6.5,40
2708,17,13,7,40
2709,17,13,7.5,40
2710,17,13,8,40
2711,17,13,8.5,40
2712,17,13,9,40
2713,17,13,9.5,40
2714,17,13,10,40
2715,17,13,10.5,40
2716,17,13,11,40
2717,17,13,11.5,40
2718,17,13.5,3,40
2719,17,13.5,3.5,40
2720,17,13.5,4,40
2721,17,13.5,4.5,40
2722,17,13.5,5,40
2723,17,13.5,5.5,40
2724,17,13.5,6,40
2725,17,13.5,6.5,40
2726,17,13.5,7,40
2727,17,13.5,7.5,40
2728,17,13.5,8,40
2729,17,13.5,8.5,40
2730,17,13.5,9,40
2731,17,13.5,9.5,40
2732,17,13.5,10,40
2733,17,13.5,10.5,40
2734,17,13.5,11,40
2735,17,13.5,11.5,40
2736,17,14,3,40
2737,17,14,3.5,40
2738,17,14,4,40
2739,17,14,4.5,40
2740,17,14,5,40
2741,17,14,5.5,40
2742,17,14,6,40
2743,17,14,6.5,40
2744,17,14,7,40
2745,17,14,7.5,40
2746,17,14,8,40
2747,17,14,8.5,40
2748,17,14,9,40
2749,17,14,9.5,40
2750,17,14,10,40
2751,17,14,10.5,40
2752,17,14,11,40
2753,17,14,11.5,40
2754,17,14.5,3,40
2755,17,14.5,3.5,40
2756,17,14.5,4,40
2757,17,14.5,4.5,40
2758,17,14.5,5,40
2759,17,14.5,5.5,40
2760,17,14.5,6,40
2761,17,14.5,6.5,40
2762,17,14.5,7,40
2763,17,14.5,7.5,40
2764,17,14.5,8,40
2765,17,14.5,8.5,40
2766,17,14.5,9,40
2767,17,14.5,9.5,40
2768,17,14.5,10,40
2769,17,14.5,10.5,40
2770,17,14.5,11,40
2771,17,14.5,11.5,40
2772,17,15,3,40
2773,17,15,3.5,40
2774,17,15,4,40
2775,17,15,4.5,40
2776,17,15,5,40
2777,17,15,5.5,40
2778,17,15,6,40
2779,17,15,6.5,40
2780,17,15,7,40
2781,17,15,7.5,40
2782,17,15,8,40
2783,17,15,8.5,40
2784,17,15,9,40
2785,17,15,9.5,40
2786,17,15,10,40
2787,17,15,10.5,40
2788,17,15,11,40
2789,17,15,11.5,40
2790,17,15.5,3,40
2791,17,15.5,3.5,40
2792,17,15.5,4,40
2793,17,15.5,4.5,40
2794,17,15.5,5,40
2795,17,15.5,5.5,40
2796,17,15.5,6,40
2797,17,15.5,6.5,40
2798,17,15.5,7,40
2799,17,15.5,7.5,40
2800,17,15.5,8,40
2801,17,15.5,8.5,40
2802,17,15.5,9,40
2803,17,15.5,9.5,40
2804,17,15.5,10,40
2805,17,15.5,10.5,40
2806,17,15.5,11,40
2807,17,15.5,11.5,40
2808,18,3,3,40
2809,18,3,3.5,40
2810,18,3,4,35
2811,18,3,4.5,18
2812,18,3,5,13
2813,18,3,5.5,10
2814,18,3,6,8
2815,18,3,6.5,7
2816,18,3,7,6
2817,18,3,7.5,5
2818,18,3,8,5
2819,18,3,8.5,4
2820,18,3,9,4
2821,18,3,9.5,4
2822,18,3,10,3
2823,18,3,10.5,3
2824,18,3,11,3
2825,18,3,11.5,3
2826,18,3.5,3,40
2827,18,3.5,3.5,40
2828,18,3.5,4,40
2829,18,3.5,4.5,35
2830,18,3.5,5,18
2831,18,3.5,5.5,13
2832,18,3.5,6,10
2833,18,3.5,6.5,8
2834,18,3.5,7,7
2835,18,3.5,7.5,6
2836,18,3.5,8,5
2837,18,3.5,8.5,5
2838,18,3.5,9,4
2839,18,3.5,9.5,4
2840,18,3.5,10,4
2841,18,3.5,10.5,3
2842,18,3.5,11,3
2843,18,3.5,11.5,3
2844,18,4,3,40
2845,18,4,3.5,40
2846,18,4,4,40
2847,18,4,4.5,40
2848,18,4,5,35
2849,18,4,5.5,18
2850,18,4,6,13
2851,18,4,6.5,10
2852,18,4,7,8
2853,18,4,7.5,7
2854,18,4,8,6
2855,18,4,8.5,5
2856,18,4,9,5
2857,18,4,9.5,4
2858,18,4,10,4
2859,18,4,10.5,4
2860,18,4,11,3
2861,18,4,11.5,3
2862,18,4.5,3,40
2863,18,4.5,3.5,40
2864,18,4.5,4,40
2865,18,4.5,4.5,40
2866,18,4.5,5,40
2867,18,4.5,5.5,35
2868,18,4.5,6,18
2869,18,4.5,6.5,13
2870,18,4.5,7,10
2871,18,4.5,7.5,8
2872,18,4.5,8,7
2873,18,4.5,8.5,6
2874,18,4.5,9,5
2875,18,4.5,9.5,5
2876,18,4.5,10,4
2877,18,4.5,10.5,4
2878,18,4.5,11,4
2879,18,4.5,11.5,3
2880,18,5,3,40
2881,18,5,3.5,40
2882,18,5,4,40
2883,18,5,4.5,40
2884,18,5,5,40
2885,18,5,5.5,40
2886,18,5,6,35
2887,18,5,6.5,18
2888,18,5,7,13
2889,18,5,7.5,10
2890,18,5,8,8
2891,18,5,8.5,7
2892,18,5,9,6
2893,18,5,9.5,5
2894,18,5,10,5
2895,18,5,10.5,4
2896,18,5,11,4
2897,18,5,11.5,4
2898,18,5.5,3,40
2899,18,5.5,3.5,40
2900,18,5.5,4,40
2901,18,5.5,4.5,40
2902,18,5.5,5,40
2903,18,5.5,5.5,40
2904,18,5.5,6,40
2905,18,5.5,6.5,35
2906,18,5.5,7,18
2907,18,5.5,7.5,13
2908,18,5.5,8,10
2909,18,5.5,8.5,8
2910,18,5.5,9,7
2911,18,5.5,9.5,6
2912,18,5.5,10,5
2913,18,5.5,10.5,5
2914,18,5.5,11,4
2915,18,5.5,11.5,4
2916,18,6,3,40
2917,18,6,3.5,40
2918,18,6,4,40
2919,18,6,4.5,40
2920,18,6,5,40
2921,18,6,5.5,40
2922,18,6,6,40
2923,18,6,6.5,40
2924,18,6,7,35
2925,18,6,7.5,18
2926,18,6,8,13
2927,18,6,8.5,10
2928,18,6,9,8
2929,18,6,9.5,7
2930,18,6,10,6
2931,18,6,10.5,5
2932,18,6,11,5
2933,18,6,11.5,4
2934,18,6.5,3,40
2935,18,6.5,3.5,40
2936,18,6.5,4,40
2937,18,6.5,4.5,40
2938,18,6.5,5,40
2939,18,6.5,5.5,40
2940,18,6.5,6,40
2941,18,6.5,6.5,40
2942,18,6.5,7,40
2943,18,6.5,7.5,35
2944,18,6.5,8,18
2945,18,6.5,8.5,13
2946,18,6.5,9,10
2947,18,6.5,9.5,8
2948,18,6.5,10,7
2949,18,6.5,10.5,6
2950,18,6.5,11,5
2951,18,6.5,11.5,5
2952,18,7,3,40
2953,18,7,3.5,40
2954,18,7,4,40
2955,18,7,4.5,40
2956,18,7,5,40
2957,18,7,5.5,40
2958,18,7,6,40
2959,18,7,6.5,40
2960,18,7,7,40
2961,18,7,7.5,40
2962,18,7,8,35
2963,18,7,8.5,18
2964,18,7,9,13
2965,18,7,9.5,10
2966,18,7,10,8
2967,18,7,10.5,7
2968,18,7,11,6
2969,18,7,11.5,5
2970,18,7.5,3,40
2971,18,7.5,3.5,40
2972,18,7.5,4,40
2973,18,7.5,4.5,40
2974,18,7.5,5,40
2975,18,7.5,5.5,40
2976,18,7.5,6,40
2977,18,7.5,6.5,40
2978,18,7.5,7,40
2979,18,7.5,7.5,40
2980,18,7.5,8,40
2981,18,7.5,8.5,35
2982,18,7.5,9,18
2983,18,7.5,9.5,13
2984,18,7.5,10,10
2985,18,7.5,10.5,8
2986,18,7.5,11,7
2987,18,7.5,11.5,6
2988,18,8,3,40
2989,18,8,3.5,40
2990,18,8,4,40
2991,18,8,4.5,40
2992,18,8,5,40
2993,18,8,5.5,40
2994,18,8,6,40
2995,18,8,6.5,40
2996,18,8,7,40
2997,18,8,7.5,40
2998,18,8,8,40
2999,18,8,8.5,40
3000,18,8,9,35
3001,18,8,9.5,18
3002,18,8,10,13
3003,18,8,10.5,10
3004,18,8,11,8
3005,18,8,11.5,7
3006,18,8.5,3,40
3007,18,8.5,3.5,40
3008,18,8.5,4,40
3009,18,8.5,4.5,40
3010,18,8.5,5,40
3011,18,8.5,5.5,40
3012,18,8.5,6,40
3013,18,8.5,6.5,40
3014,18,8.5,7,40
3015,18,8.5,7.5,40
3016,18,8.5,8,40
3017,18,8.5,8.5,40
3018,18,8.5,9,40
3019,18,8.5,9.5,35
3020,18,8.5,10,18
3021,18,8.5,10.5,13
3022,18,8.5,11,10
3023,18,8.5,11.5,8
3024,18,9,3,40
3025,18,9,3.5,40
3026,18,9,4,40
3027,18,9,4.5,40
3028,18,9,5,40
3029,18,9,5.5,40
3030,18,9,6,40
3031,18,9,6.5,40
3032,18,9,7,40
3033,18,9,7.5,40
3034,18,9,8,40
3035,18,9,8.5,40
3036,18,9,9,40
3037,18,9,9.5,40
3038,18,9,10,35
3039,18,9,10.5,18
3040,18,9,11,13
3041,18,9,11.5,10
3042,18,9.5,3,40
3043,18,9.5,3.5,40
3044,18,9.5,4,40
3045,18,9.5,4.5,40
3046,18,9.5,5,40
3047,18,9.5,5.5,40
3048,18,9.5,6,40
3049,18,9.5,6.5,40
3050,18,9.5,7,40
3051,18,9.5,7.5,40
3052,18,9.5,8,40
3053,18,9.5,8.5,40
3054,18,9.5,9,40
3055,18,9.5,9.5,40
3056,18,9.5,10,40
3057,18,9.5,10.5,35
3058,18,9.5,11,18
3059,18,9.5,11.5,13
3060,18,10,3,40
3061,18,10,3.5,40
3062,18,10,4,40
3063,18,10,4.5,40
3064,18,10,5,40
3065,18,10,5.5,40
3066,18,10,6,40
3067,18,10,6.5,40
3068,18,10,7,40
3069,18,10,7.5,40
3070,18,10,8,40
3071,18,10,8.5,40
3072,18,10,9,40
3073,18,10,9.5,40
3074,18,10,10,40
3075,18,10,10.5,40
3076,18,10,11,35
3077,18,10,11.5,18
3078,18,10.5,3,40
3079,18,10.5,3.5,40
3080,18,10.5,4,40
3081,18,10.5,4.5,40
3082,18,10.5,5,40
3083,18,10.5,5.5,40
3084,18,10.5,6,40
3085,18,10.5,6.5,40
3086,18,10.5,7,40
3087,18,10.5,7.5,40
3088,18,10.5,8,40
3089,18,10.5,8.5,40
3090,18,10.5,9,40
3091,18,10.5,9.5,40
3092,18,10.5,10,40
3093,18,10.5,10.5,40
3094,18,10.5,11,40
3095,18,10.5,11.5,35
3096,18,11,3,40
3097,18,11,3.5,40
3098,18,11,4,40
3099,18,11,4.5,40
3100,18,11,5,40
3101,18,11,5.5,40
3102,18,11,6,40
3103,18,11,6.5,40
3104,18,11,7,40
3105,18,11,7.5,40
3106,18,11,8,40
3107,18,11,8.5,40
3108,18,11,9,40
3109,18,11,9.5,40
3110,18,11,10,40
3111,18,11,10.5,40
3112,18,11,11,40
3113,18,11,11.5,40
3114,18,11.5,3,40
3115,18,11.5,3.5,40
3116,18,11.5,4,40
3117,18,11.5,4.5,40
3118,18,11.5,5,40
3119,18,11.5,5.5,40
3120,18,11.5,6,40
3121,18,11.5,6.5,40
3122,18,11.5,7,40
3123,18,11.5,7.5,40
3124,18,11.5,8,40
3125,18,11.5,8.5,40
3126,18,11.5,9,40
3127,18,11.5,9.5,40
3128,18,11.5,10,40
3129,18,11.5,10.5,40
3130,18,11.5,11,40
3131,18,11.5,11.5,40
3132,18,12,3,40
3133,18,12,3.5,40
3134,18,12,4,40
3135,18,12,4.5,40
3136,18,12,5,40
3137,18,12,5.5,40
3138,18,12,6,40
3139,18,12,6.5,40
3140,18,12,7,40
3141,18,12,7.5,40
3142,18,12,8,40
3143,18,12,8.5,40
3144,18,12,9,40
3145,18,12,9.5,40
3146,18,12,10,40
3147,18,12,10.5,40
3148,18,12,11,40
3149,18,12,11.5,40
3150,18,12.5,3,40
3151,18,12.5,3.5,40
3152,18,12.5,4,40
3153,18,12.5,4.5,40
3154,18,12.5,5,40
3155,18,12.5,5.5,40
3156,18,12.5,6,40
3157,18,12.5,6.5,40
3158,18,12.5,7,40
3159,18,12.5,7.5,40
3160,18,12.5,8,40
3161,18,12.5,8.5,40
3162,18,12.5,9,40
3163,18,12.5,9.5,40
3164,18,12.5,10,40
3165,18,12.5,10.5,40
3166,18,12.5,11,40
3167,18,12.5,11.5,40
3168,18,13,3,40
3169,18,13,3.5,40
3170,18,13,4,40
3171,18,13,4.5,40
3172,18,13,5,40
3173,18,13,5.5,40
3174,18,13,6,40
3175,18,13,6.5,40
3176,18,13,7,40
3177,18,13,7.5,40
3178,18,13,8,40
3179,18,13,8.5,40
3180,18,13,9,40
3181,18,13,9.5,40
3182,18,13,10,40
3183,18,13,10.5,40
3184,18,13,11,40
3185,18,13,11.5,40
3186,18,13.5,3,40
3187,18,13.5,3.5,40
3188,18,13.5,4,40
3189,18,13.5,4.5,40
3190,18,13.5,5,40
3191,18,13.5,5.5,40
3192,18,13.5,6,40
3193,18,13.5,6.5,40
3194,18,13.5,7,40
3195,18,13.5,7.5,40
3196,18,13.5,8,40
3197,18,13.5,8.5,40
3198,18,13.5,9,40
3199,18,13.5,9.5,40
3200,18,13.5,10,40
3201,18,13.5,10.5,40
3202,18,13.5,11,40
3203,18,13.5,11.5,40
3204,18,14,3,40
3205,18,14,3.5,40
3206,18,14,4,40
3207,18,14,4.5,40
3208,18,14,5,40
3209,18,14,5.5,40
3210,18,14,6,40
3211,18,14,6.5,40
3212,18,14,7,40
3213,18,14,7.5,40
3214,18,14,8,40
3215,18,14,8.5,40
3216,18,14,9,40
3217,18,14,9.5,40
3218,18,14,10,40
3219,18,14,10.5,40
3220,18,14,11,40
3221,18,14,11.5,40
3222,18,14.5,3,40
3223,18,14.5,3.5,40
3224,18,14.5,4,40
3225,18,14.5,4.5,40
3226,18,14.5,5,40
3227,18,14.5,5.5,40
3228,18,14.5,6,40
3229,18,14.5,6.5,40
3230,18,14.5,7,40
3231,18,14.5,7.5,40
3232,18,14.5,8,40
3233,18,14.5,8.5,40
3234,18,14.5,9,40
3235,18,14.5,9.5,40
3236,18,14.5,10,40
3237,18,14.5,10.5,40
3238,18,14.5,11,40
3239,18,14.5,11.5,40
3240,18,15,3,40
3241,18,15,3.5,40
3242,18,15,4,40
3243,18,15,4.5,40
3244,18,15,5,40
3245,18,15,5.5,40
3246,18,15,6,40
3247,18,15,6.5,40
3248,18,15,7,40
3249,18,15,7.5,40
3250,18,15,8,40
3251,18,15,8.5,40
3252,18,15,9,40
3253,18,15,9.5,40
3254,18,15,10,40
3255,18,15,10.5,40
3256,18,15,11,40
3257,18,15,11.5,40
3258,18,15.5,3,40
3259,18,15.5,3.5,40
3260,18,15.5,4,40
3261,18,15.5,4.5,40
3262,18,15.5,5,40
3263,18,15.5,5.5,40
3264,18,15.5,6,40
3265,18,15.5,6.5,40
3266,18,15.5,7,40
3267,18,15.5,7.5,40
3268,18,15.5,8,40
3269,18,15.5,8.5,40
3270,18,15.5,9,40
3271,18,15.5,9.5,40
3272,18,15.5,10,40
3273,18,15.5,10.5,40
3274,18,15.5,11,40
3275,18,15.5,11.5,40
3276,19,3,3,40
3277,19,3,3.5,40
3278,19,3,4,36
3279,19,3,4.5,19
3280,19,3,5,13
3281,19,3,5.5,10
3282,19,3,6,8
3283,19,3,6.5,7
3284,19,3,7,6
3285,19,3,7.5,5
3286,19,3,8,5
3287,19,3,8.5,4
3288,19,3,9,4
3289,19,3,9.5,4
3290,19,3,10,4
3291,19,3,10.5,3
3292,19,3,11,3
3293,19,3,11.5,3
3294,19,3.5,3,40
3295,19,3.5,3.5,40
3296,19,3.5,4,40
3297,19,3.5,4.5,36
3298,19,3.5,5,19
3299,19,3.5,5.5,13
3300,19,3.5,6,10
3301,19,3.5,6.5,8
3302,19,3.5,7,7
3303,19,3.5,7.5,6
3304,19,3.5,8,5
3305,19,3.5,8.5,5
3306,19,3.5,9,4
3307,19,3.5,9.5,4
3308,19,3.5,10,4
3309,19,3.5,10.5,4
3310,19,3.5,11,3
3311,19,3.5,11.5,3
3312,19,4,3,40
3313,19,4,3.5,40
3314,19,4,4,40
3315,19,4,4.5,40
3316,19,4,5,36
3317,19,4,5.5,19
3318,19,4,6,13
3319,19,4,6.5,10
3320,19,4,7,8
3321,19,4,7.5,7
3322,19,4,8,6
3323,19,4,8.5,5
3324,19,4,9,5
3325,19,4,9.5,4
3326,19,4,10,4
3327,19,4,10.5,4
3328,19,4,11,4
3329,19,4,11.5,3
3330,19,4.5,3,40
3331,19,4.5,3.5,40
3332,19,4.5,4,40
3333,19,4.5,4.5,40
3334,19,4.5,5,40
3335,19,4.5,5.5,36
3336,19,4.5,6,19
3337,19,4.5,6.5,13
3338,19,4.5,7,10
3339,19,4.5,7.5,8
3340,19,4.5,8,7
3341,19,4.5,8.5,6
3342,19,4.5,9,5
3343,19,4.5,9.5,5
3344,19,4.5,10,4
3345,19,4.5,10.5,4
3346,19,4.5,11,4
3347,19,4.5,11.5,4
3348,19,5,3,40
